,name,age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,is_combined_totals,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes
172,Manu Ginóbili,32,28.2,0.8,6.7,1.6,11.6,3.2,0.393,75,False,2150,5.1,3.8,6.5,22.5,['SHOOTING GUARD'],ginobma01,2.5,SAN ANTONIO SPURS,0.388,7.7,0.584,12.7,25.8,4.7,9.7,0.216
295,David Lee,26,17.5,1.0,2.5,0.0,27.6,2.9,0.262,81,False,3019,2.6,8.4,7.4,22.2,['CENTER'],leeda02,1.4,NEW YORK KNICKS,0.006,17.9,0.584,11.9,23.8,3.5,10.3,0.163
14,Carmelo Anthony,25,15.9,0.9,2.3,-1.2,13.1,2.4,0.407,69,False,2634,3.5,6.7,5.6,22.2,['SMALL FORWARD'],anthoca01,1.7,DENVER NUGGETS,0.125,9.9,0.548,10.6,33.4,2.9,7.9,0.145
76,Kobe Bryant,31,23.8,0.5,4.1,0.2,12.2,4.0,0.345,73,False,2835,3.9,3.1,5.4,21.9,['SHOOTING GUARD'],bryanko01,2.1,LOS ANGELES LAKERS,0.192,7.7,0.545,11.4,32.3,4.4,9.4,0.16
353,Steve Nash,35,50.9,0.3,4.3,-1.8,9.4,0.8,0.228,81,False,2660,6.1,1.5,9.1,21.6,['POINT GUARD'],nashst01,0.8,PHOENIX SUNS,0.295,5.7,0.615,21.4,22.9,4.2,9.9,0.178
305,Ian Mahinmi,23,2.1,3.5,-0.8,0.7,27.2,0.3,0.855,26,False,165,-1.5,9.4,0.4,21.6,['CENTER'],mahinia01,1.0,SAN ANTONIO SPURS,0.0,18.5,0.667,16.5,25.2,0.1,0.7,0.206
413,Brandon Roy,25,23.1,0.5,4.7,0.0,10.9,2.1,0.424,65,False,2419,4.7,3.7,7.0,21.3,['SHOOTING GUARD'],roybr01,1.4,PORTLAND TRAIL BLAZERS,0.213,7.3,0.568,9.5,26.7,4.1,9.1,0.18
57,Carlos Boozer,28,15.8,1.1,3.4,1.1,29.9,4.6,0.35,78,False,2673,2.4,8.2,5.3,21.3,['POWER FORWARD'],boozeca01,1.6,UTAH JAZZ,0.0,19.4,0.599,14.3,24.8,3.7,9.9,0.178
290,Acie Law,25,15.0,0.0,2.7,1.4,3.4,0.0,1.071,5,False,66,1.4,0.0,0.3,21.3,['POINT GUARD'],lawac01,4.3,GOLDEN STATE WARRIORS,0.214,1.7,0.752,8.8,14.7,0.1,0.3,0.236
396,Zach Randolph,28,8.2,0.8,1.3,-1.4,23.8,2.7,0.348,81,False,3051,2.7,12.6,7.0,21.2,['POWER FORWARD'],randoza01,1.3,MEMPHIS GRIZZLIES,0.039,18.2,0.546,10.1,24.6,2.5,9.7,0.153
286,Carl Landry,26,5.0,2.4,1.9,-0.1,13.8,1.3,0.507,52,False,1415,2.0,9.5,4.1,21.1,['POWER FORWARD'],landrca01,1.0,HOUSTON ROCKETS,0.0,11.6,0.621,11.3,23.8,1.4,5.4,0.184
430,Josh Smith,24,19.0,4.5,5.1,2.7,19.8,5.1,0.422,81,False,2871,2.4,9.0,4.2,21.0,['POWER FORWARD'],smithjo03,2.4,ATLANTA HAWKS,0.007,14.3,0.536,14.3,22.2,5.1,9.3,0.155
54,Andrew Bogut,25,10.3,6.2,3.1,2.2,26.4,4.8,0.26,69,False,2229,0.8,10.1,2.6,20.7,['CENTER'],bogutan01,0.9,MILWAUKEE BUCKS,0.002,17.9,0.54,11.4,23.3,2.8,7.5,0.161
301,Kevin Love,21,12.9,1.0,1.5,-1.2,28.6,1.5,0.427,60,False,1714,2.7,14.5,3.4,20.7,['POWER FORWARD'],loveke01,1.3,MINNESOTA TIMBERWOLVES,0.164,21.5,0.549,13.2,22.4,1.5,4.9,0.138
494,Deron Williams,25,44.5,0.5,3.8,-0.4,10.4,3.0,0.397,76,False,2802,4.2,2.2,7.4,20.6,['POINT GUARD'],willide01,1.8,UTAH JAZZ,0.246,6.4,0.574,16.9,23.8,4.1,10.3,0.177
44,Raja Bell,33,19.5,0.0,8.7,0.7,9.8,0.0,0.0,1,False,23,8.0,0.0,0.1,20.6,['SHOOTING GUARD'],bellra01,0.0,GOLDEN STATE WARRIORS,0.5,4.8,0.917,0.0,11.2,0.1,0.1,0.256
303,Corey Maggette,30,13.2,0.1,0.3,-1.8,15.2,0.7,0.622,70,False,2081,2.1,4.9,5.6,20.3,['POWER FORWARD'],maggeco01,1.2,GOLDEN STATE WARRIORS,0.056,10.0,0.615,13.0,26.7,1.2,6.3,0.144
48,Chauncey Billups,33,26.1,0.3,3.7,-0.8,9.3,1.7,0.532,73,False,2490,4.5,1.2,7.7,20.2,['POINT GUARD'],billuch01,1.7,DENVER NUGGETS,0.423,5.3,0.601,13.0,24.3,3.6,9.5,0.182
81,Andrew Bynum,22,5.8,3.6,1.5,0.4,20.4,3.4,0.379,65,False,1977,1.1,10.1,4.4,20.2,['CENTER'],bynuman01,0.9,LOS ANGELES LAKERS,0.001,15.3,0.608,12.5,20.8,1.8,7.8,0.188
299,Brook Lopez,21,11.8,3.4,1.2,-0.5,17.5,2.4,0.451,82,False,3027,1.6,9.9,5.5,20.1,['CENTER'],lopezbr01,1.0,NEW JERSEY NETS,0.002,13.5,0.57,13.1,23.6,2.5,7.9,0.125
26,Kelenna Azubuike,26,6.8,2.8,2.1,-1.1,14.2,0.1,0.318,9,False,231,3.3,5.7,0.6,19.8,['SMALL FORWARD'],azubuke01,1.0,GOLDEN STATE WARRIORS,0.307,9.9,0.623,6.5,19.9,0.2,0.7,0.148
181,Danny Granger,26,13.6,1.6,3.1,0.0,13.3,2.7,0.376,62,False,2278,3.1,3.2,3.5,19.8,['SMALL FORWARD'],grangda01,2.0,INDIANA PACERS,0.385,8.2,0.564,10.6,28.7,2.9,6.2,0.131
341,Nazr Mohammed,32,5.4,3.6,0.5,-0.1,22.9,1.8,0.365,58,False,984,0.6,14.2,1.8,19.6,['CENTER'],mohamna01,0.8,CHARLOTTE BOBCATS,0.0,18.6,0.578,11.8,21.3,0.6,3.6,0.174
220,Al Horford,23,10.4,2.4,2.3,0.5,23.3,3.9,0.319,81,False,2845,1.8,9.6,6.9,19.4,['CENTER'],horfoal01,1.1,ATLANTA HAWKS,0.001,16.4,0.594,11.2,17.6,3.1,10.9,0.183
161,Kevin Garnett,33,15.7,2.2,3.5,1.9,24.8,3.8,0.286,69,False,2060,1.5,4.8,3.6,19.4,['POWER FORWARD'],garneke01,1.7,BOSTON CELTICS,0.006,15.1,0.569,10.4,22.1,2.9,7.3,0.171
270,Joe Johnson,28,22.0,0.1,2.7,-0.7,11.4,2.4,0.194,76,False,2886,3.4,3.0,6.0,19.3,['SHOOTING GUARD'],johnsjo02,1.5,ATLANTA HAWKS,0.253,7.1,0.538,8.8,26.3,3.4,8.4,0.14
162,Marc Gasol,25,10.2,3.4,2.8,1.1,20.5,2.5,0.578,69,False,2469,1.8,9.8,5.9,19.3,['CENTER'],gasolma01,1.4,MEMPHIS GRIZZLIES,0.002,15.1,0.617,14.2,16.9,3.0,8.4,0.164
248,Cedric Jackson,23,33.5,5.8,6.6,7.4,13.8,0.1,0.571,3,False,25,-0.8,4.8,0.0,19.2,['POINT GUARD'],jacksce01,6.3,SAN ANTONIO SPURS,0.286,9.4,0.4,18.6,19.7,0.1,0.1,0.124
225,Josh Howard,29,8.2,1.7,-0.4,-0.9,11.6,0.1,0.435,4,False,91,0.5,5.0,0.2,19.2,['SMALL FORWARD'],howarjo01,1.7,WASHINGTON WIZARDS,0.239,8.2,0.529,5.2,28.8,0.0,0.3,0.139
409,Rajon Rondo,23,43.7,0.3,3.6,1.4,10.5,4.7,0.312,81,False,2963,2.2,4.3,4.9,19.1,['POINT GUARD'],rondora01,3.3,BOSTON CELTICS,0.088,7.5,0.54,19.3,20.2,4.2,9.6,0.156
260,Al Jefferson,25,10.0,3.0,0.4,-0.4,24.2,2.3,0.236,76,False,2463,0.7,8.0,2.3,19.0,['CENTER'],jeffeal01,1.3,MINNESOTA TIMBERWOLVES,0.004,16.0,0.524,9.9,24.3,1.5,4.6,0.09
486,David West,29,13.7,1.5,0.8,-0.3,17.9,2.3,0.279,81,False,2949,1.2,6.4,5.2,18.9,['POWER FORWARD'],westda01,1.3,NEW ORLEANS HORNETS,0.022,12.0,0.56,11.2,24.0,2.1,7.5,0.122
212,Nenê,27,11.6,2.2,3.2,1.6,19.1,3.7,0.58,82,False,2755,1.6,7.0,7.1,18.9,['CENTER'],hilarne01,2.1,DENVER NUGGETS,0.003,13.1,0.631,12.2,16.5,3.6,10.8,0.188
16,Gilbert Arenas,28,36.3,0.6,1.7,-1.2,11.6,0.9,0.336,32,False,1169,2.9,1.6,0.9,18.7,['POINT GUARD'],arenagi01,1.8,WASHINGTON WIZARDS,0.294,6.5,0.511,14.2,31.9,1.1,1.8,0.072
393,Anthony Randolph,20,8.5,4.9,-0.6,-0.3,21.4,0.8,0.44,33,False,749,-0.2,10.7,0.7,18.7,['CENTER'],randoan01,1.8,GOLDEN STATE WARRIORS,0.016,16.0,0.521,11.7,23.9,0.3,1.5,0.098
410,Derrick Rose,21,30.3,0.7,1.7,-0.9,8.7,2.5,0.246,78,False,2871,2.6,2.6,3.5,18.6,['POINT GUARD'],rosede01,1.0,CHICAGO BULLS,0.044,5.7,0.532,12.5,27.2,2.7,6.0,0.1
40,Rodrigue Beaubois,21,18.6,1.3,1.5,0.2,10.7,0.8,0.174,56,False,700,1.3,2.0,1.1,18.5,['POINT GUARD'],beaubro01,2.1,DALLAS MAVERICKS,0.368,6.4,0.617,14.4,24.7,0.6,2.0,0.134
183,Aaron Gray,25,11.4,3.2,0.1,0.4,22.9,0.3,0.344,24,False,261,-0.3,17.7,0.6,18.4,['CENTER'],grayaa01,1.8,NEW ORLEANS HORNETS,0.0,20.2,0.612,19.5,15.3,0.1,0.9,0.172
106,Jamal Crawford,29,16.1,0.4,2.4,-1.1,8.0,1.7,0.285,79,False,2460,3.5,1.6,5.6,18.4,['SHOOTING GUARD'],crawfja01,1.3,ATLANTA HAWKS,0.386,4.8,0.573,9.9,25.8,2.7,7.3,0.143
84,Marcus Camby,35,14.4,4.6,3.5,2.7,32.9,2.8,0.256,51,False,1596,0.8,12.0,1.7,18.3,['POWER FORWARD'],cambyma01,2.2,LOS ANGELES CLIPPERS,0.017,22.4,0.497,13.9,13.0,2.2,4.6,0.137
228,Lester Hudson,25,14.1,1.2,-0.4,0.6,11.5,0.1,0.2,9,False,61,-1.0,7.6,0.0,18.3,['POINT GUARD'],hudsole01,4.2,MEMPHIS GRIZZLIES,0.314,9.6,0.473,11.6,30.9,0.0,0.1,0.06
476,Gerald Wallace,27,9.0,2.2,2.7,1.7,23.2,6.2,0.577,76,False,3119,1.0,5.9,5.3,18.3,['SMALL FORWARD'],wallage01,2.0,CHARLOTTE BOBCATS,0.148,14.7,0.586,13.1,20.3,3.7,11.5,0.177
144,Tyreke Evans,20,26.1,0.7,1.3,0.0,13.6,2.1,0.399,72,False,2677,1.3,2.8,3.3,18.2,['SHOOTING GUARD'],evansty01,2.1,SACRAMENTO KINGS,0.121,8.1,0.529,13.6,26.2,2.2,5.4,0.097
497,Lou Williams,23,22.9,0.6,1.6,-0.4,10.1,1.1,0.344,64,False,1912,1.9,1.5,4.1,18.2,['POINT GUARD'],willilo02,2.2,PHILADELPHIA 76ERS,0.304,5.8,0.576,12.0,21.1,1.7,5.2,0.13
2,LaMarcus Aldridge,24,9.9,1.3,1.2,-0.2,18.6,3.3,0.26,78,False,2922,1.4,8.1,5.5,18.2,['POWER FORWARD'],aldrila01,1.3,PORTLAND TRAIL BLAZERS,0.014,13.3,0.535,7.4,22.9,2.3,8.8,0.145
281,Andrei Kirilenko,28,14.0,3.4,5.1,2.4,12.9,2.7,0.485,58,False,1681,2.7,5.5,3.3,18.2,['SMALL FORWARD'],kirilan01,2.5,UTAH JAZZ,0.185,9.3,0.588,11.9,17.7,3.0,6.0,0.171
381,Paul Pierce,32,15.1,1.0,3.0,0.7,13.4,3.3,0.499,71,False,2411,2.3,2.0,5.0,18.2,['SMALL FORWARD'],piercpa01,1.8,BOSTON CELTICS,0.303,7.9,0.613,13.6,23.8,3.0,8.3,0.165
13,Ryan Anderson,21,7.1,1.1,2.3,-0.3,16.2,1.4,0.211,63,False,911,2.6,9.2,1.7,18.1,['POWER FORWARD'],anderry01,1.4,ORLANDO MAGIC,0.544,12.8,0.574,11.7,24.4,1.0,3.1,0.161
336,Andre Miller,33,30.3,0.3,1.8,0.0,9.2,2.4,0.432,82,False,2500,1.8,4.0,4.6,18.1,['POINT GUARD'],millean02,2.0,PORTLAND TRAIL BLAZERS,0.088,6.6,0.53,13.8,23.8,2.4,7.0,0.134
348,Troy Murphy,29,10.6,1.0,2.9,0.6,28.5,3.7,0.237,72,False,2344,2.4,6.0,4.1,18.0,['POWER FORWARD'],murphtr01,1.5,INDIANA PACERS,0.41,17.2,0.585,10.0,18.8,2.9,7.8,0.159
175,Drew Gooden,28,5.0,0.8,-1.9,-1.7,22.8,0.6,0.38,24,False,725,-0.2,13.4,1.1,18.0,['POWER FORWARD'],goodedr01,1.1,LOS ANGELES CLIPPERS,0.008,18.1,0.572,14.3,22.6,0.0,1.7,0.114
361,Jermaine O'Neal,31,8.4,3.9,-0.1,0.4,21.2,3.2,0.302,70,False,1991,-0.5,7.4,2.4,17.9,['CENTER'],onealje01,0.7,MIAMI HEAT,0.003,14.3,0.563,12.9,22.9,1.0,5.6,0.135
356,Joakim Noah,24,10.8,4.0,1.6,1.5,27.6,3.5,0.421,64,False,1925,0.1,12.9,2.7,17.9,['CENTER'],noahjo01,0.9,CHICAGO BULLS,0.0,20.3,0.557,16.0,17.1,1.7,6.2,0.154
362,Shaquille O'Neal,37,11.3,3.9,-0.2,0.8,24.0,2.1,0.488,53,False,1240,-1.0,9.4,0.9,17.9,['CENTER'],onealsh01,0.6,CLEVELAND CAVALIERS,0.002,17.0,0.565,15.7,25.1,0.6,3.1,0.119
489,Russell Westbrook,21,38.6,0.9,1.2,-0.5,10.3,3.4,0.364,82,False,2813,1.7,6.0,2.7,17.8,['POINT GUARD'],westbru01,2.0,OKLAHOMA CITY THUNDER,0.09,8.2,0.491,16.6,25.7,2.3,6.1,0.105
238,Andre Iguodala,26,23.7,1.4,2.4,0.4,16.8,2.8,0.384,82,False,3193,2.0,3.0,4.0,17.8,['SMALL FORWARD'],iguodan01,2.3,PHILADELPHIA 76ERS,0.271,9.8,0.535,14.3,21.8,3.5,6.7,0.101
49,DeJuan Blair,20,7.1,1.9,-0.7,0.4,25.1,2.8,0.325,82,False,1494,-1.0,16.0,1.8,17.7,['POWER FORWARD'],blairde01,1.8,SAN ANTONIO SPURS,0.004,20.6,0.564,16.5,20.8,0.5,4.6,0.147
404,Luke Ridnour,28,31.9,0.3,2.2,0.5,8.1,2.2,0.204,82,False,1759,1.7,1.5,4.0,17.7,['POINT GUARD'],ridnolu01,1.6,MILWAUKEE BUCKS,0.264,4.6,0.57,12.4,22.0,1.8,6.2,0.168
417,John Salmons,30,15.0,0.3,3.2,0.9,8.3,1.4,0.357,30,False,1129,2.2,1.6,2.5,17.6,['SHOOTING GUARD'],salmojo01,1.6,MILWAUKEE BUCKS,0.264,4.8,0.581,9.4,22.7,1.4,3.9,0.165
405,Nate Robinson,25,26.4,0.5,0.9,-1.2,7.7,0.3,0.161,30,False,733,2.1,3.5,1.1,17.6,['POINT GUARD'],robinna01,1.9,NEW YORK KNICKS,0.405,5.6,0.552,12.8,25.4,0.5,1.4,0.091
432,Marreese Speights,22,6.2,2.6,-2.9,-1.6,19.7,0.9,0.327,62,False,1016,-1.3,9.7,1.2,17.6,['CENTER'],speigma01,1.5,PHILADELPHIA 76ERS,0.011,14.6,0.524,9.1,25.1,-0.2,2.1,0.101
300,Robin Lopez,21,1.1,3.8,-0.6,-0.9,15.6,0.8,0.43,51,False,986,0.3,12.6,2.5,17.6,['CENTER'],lopezro01,0.5,PHOENIX SUNS,0.0,14.2,0.621,10.6,17.3,0.4,3.2,0.158
52,Andray Blatche,23,13.8,2.4,0.6,0.4,18.2,2.6,0.234,81,False,2256,0.2,7.9,0.8,17.6,['POWER FORWARD'],blatcan01,2.0,WASHINGTON WIZARDS,0.044,13.0,0.519,14.2,25.8,1.5,3.4,0.073
256,Antawn Jamison,33,5.8,0.4,0.3,-1.4,19.3,1.4,0.31,41,False,1595,1.7,7.0,2.3,17.5,['POWER FORWARD'],jamisan01,1.4,WASHINGTON WIZARDS,0.24,13.1,0.528,7.1,24.3,0.9,3.7,0.112
114,Baron Davis,30,39.6,1.3,1.5,0.0,9.9,2.1,0.287,75,False,2523,1.5,2.4,2.5,17.4,['POINT GUARD'],davisba01,2.6,LOS ANGELES CLIPPERS,0.292,6.1,0.501,15.6,24.3,2.2,4.5,0.086
458,Marcus Thornton,22,10.3,0.4,0.9,-1.4,8.9,0.9,0.2,73,False,1872,2.3,4.4,3.1,17.4,['SHOOTING GUARD'],thornma01,1.6,NEW ORLEANS HORNETS,0.354,6.6,0.55,7.3,25.3,1.4,4.0,0.103
158,Sundiata Gaines,23,28.0,0.0,1.1,0.5,12.2,0.3,0.561,32,False,217,0.6,3.4,0.3,17.3,['POINT GUARD'],gainesu01,2.8,UTAH JAZZ,0.317,7.9,0.518,12.0,24.0,0.2,0.5,0.121
37,Nicolas Batum,21,8.0,2.2,3.9,1.1,14.8,1.1,0.19,37,False,918,2.8,4.3,2.4,17.3,['SMALL FORWARD'],batumni01,1.4,PORTLAND TRAIL BLAZERS,0.493,9.5,0.646,8.5,16.4,1.4,3.5,0.181
419,Luis Scola,29,11.1,0.7,-0.3,-0.3,23.6,3.0,0.245,82,False,2671,0.0,7.2,3.4,17.2,['POWER FORWARD'],scolalu01,1.2,HOUSTON ROCKETS,0.005,15.1,0.55,11.9,22.7,1.1,6.3,0.114
280,Jason Kidd,36,36.4,0.9,4.2,1.7,15.6,4.0,0.148,80,False,2881,2.5,1.9,4.8,17.2,['POINT GUARD'],kiddja01,2.6,DALLAS MAVERICKS,0.617,8.9,0.577,21.4,14.5,4.5,8.9,0.148
454,Tyrus Thomas,23,7.8,5.6,-0.5,1.9,24.7,1.3,0.395,25,False,542,-2.4,8.8,-0.1,17.1,['CENTER'],thomaty01,2.3,CHARLOTTE BOBCATS,0.009,16.9,0.499,13.7,25.1,0.2,1.2,0.106
312,Kevin Martin,26,10.5,0.2,-1.5,-1.8,8.4,0.5,0.523,24,False,859,0.3,1.2,1.8,17.1,['SHOOTING GUARD'],martike02,1.4,HOUSTON ROCKETS,0.282,4.7,0.586,11.6,25.4,0.1,2.3,0.129
91,Vince Carter,33,17.8,0.6,2.0,0.4,12.6,3.0,0.301,75,False,2310,1.6,1.7,4.4,17.1,['SHOOTING GUARD'],cartevi01,1.2,ORLANDO MAGIC,0.319,7.3,0.541,8.4,25.2,2.3,7.4,0.154
323,JaVale McGee,22,2.4,8.0,-0.8,1.2,18.7,1.3,0.378,60,False,968,-2.0,10.3,0.8,17.0,['CENTER'],mcgeeja01,0.9,WASHINGTON WIZARDS,0.003,14.5,0.539,12.5,19.1,0.3,2.1,0.105
85,Marcus Camby,35,7.5,5.2,2.9,2.5,29.9,1.5,0.214,23,False,718,0.4,14.2,0.8,17.0,['CENTER'],cambyma01,2.0,PORTLAND TRAIL BLAZERS,0.007,22.0,0.511,14.5,12.3,0.9,2.3,0.152
311,Kevin Martin,26,11.9,0.4,0.8,-1.0,11.1,0.4,0.457,22,False,774,1.8,2.9,1.5,17.0,['SHOOTING GUARD'],martike02,1.5,SACRAMENTO KINGS,0.324,7.0,0.535,7.9,25.3,0.5,1.9,0.116
242,Allen Iverson,34,28.0,0.0,-1.4,-2.7,5.2,0.0,0.462,3,False,67,1.3,1.7,0.1,16.9,['POINT GUARD'],iversal01,0.8,MEMPHIS GRIZZLIES,0.038,3.5,0.591,18.3,25.0,0.0,0.1,0.074
407,Sergio Rodríguez,23,37.7,0.4,0.5,-0.6,7.9,0.4,0.326,39,False,517,1.1,3.3,0.4,16.9,['POINT GUARD'],rodrise01,2.9,SACRAMENTO KINGS,0.221,5.5,0.538,21.4,23.6,0.3,0.8,0.074
426,Craig Smith,26,11.8,1.5,-0.8,0.1,18.0,1.0,0.524,75,False,1232,-0.9,9.1,2.0,16.9,['POWER FORWARD'],smithcr01,1.4,LOS ANGELES CLIPPERS,0.013,13.5,0.599,15.3,21.2,0.4,3.0,0.117
195,Al Harrington,29,8.6,0.9,-0.8,-1.6,16.7,1.3,0.308,72,False,2195,0.8,4.5,2.2,16.8,['POWER FORWARD'],harrial01,1.4,NEW YORK KNICKS,0.397,10.5,0.546,10.1,26.8,0.6,3.5,0.077
111,Samuel Dalembert,28,4.7,5.6,-0.9,0.3,30.7,3.0,0.254,82,False,2124,-1.2,13.1,2.3,16.8,['CENTER'],dalemsa01,1.0,PHILADELPHIA 76ERS,0.0,21.8,0.573,17.5,15.1,0.6,5.2,0.118
340,Paul Millsap,24,8.9,3.5,0.4,0.8,18.9,3.5,0.369,82,False,2277,-0.4,9.9,3.7,16.7,['POWER FORWARD'],millspa01,1.4,UTAH JAZZ,0.013,14.5,0.573,12.2,18.7,1.4,7.2,0.151
267,Amir Johnson,22,5.0,3.5,-0.6,0.0,19.1,1.1,0.446,82,False,1453,-0.6,12.9,3.4,16.7,['POWER FORWARD'],johnsam01,1.6,TORONTO RAPTORS,0.012,16.1,0.639,13.6,14.5,0.5,4.5,0.15
257,Antawn Jamison,33,6.8,1.1,0.0,0.0,21.8,1.4,0.247,25,False,811,0.0,5.7,0.7,16.7,['POWER FORWARD'],jamisan01,1.8,CLEVELAND CAVALIERS,0.235,14.2,0.53,7.5,23.1,0.4,2.1,0.122
139,Monta Ellis,24,21.2,0.7,-1.4,-1.5,9.0,1.3,0.276,64,False,2647,0.1,1.9,0.0,16.7,['SHOOTING GUARD'],ellismo01,2.6,GOLDEN STATE WARRIORS,0.162,5.4,0.517,13.4,29.5,0.4,1.3,0.023
402,Jason Richardson,29,8.8,0.9,1.7,-0.5,13.9,1.7,0.184,79,False,2485,2.2,3.9,5.0,16.6,['SHOOTING GUARD'],richaja01,1.3,PHOENIX SUNS,0.401,9.2,0.574,7.9,20.8,2.3,6.6,0.128
34,Brandon Bass,24,5.1,3.1,-0.6,0.1,12.6,1.0,0.27,50,False,648,-0.7,10.0,1.0,16.5,['POWER FORWARD'],bassbr01,1.0,ORLANDO MAGIC,0.0,11.3,0.556,10.6,20.9,0.2,2.0,0.147
100,Darren Collison,22,32.9,0.1,-0.8,-1.8,8.6,1.1,0.221,76,False,2109,0.9,2.2,1.9,16.5,['POINT GUARD'],collida01,1.9,NEW ORLEANS HORNETS,0.146,5.3,0.546,18.9,23.1,0.6,2.9,0.067
83,José Calderón,28,33.8,0.3,0.6,-1.9,7.5,0.0,0.183,68,False,1817,2.5,1.5,4.2,16.5,['POINT GUARD'],caldejo01,1.3,TORONTO RAPTORS,0.301,4.6,0.569,13.9,17.9,1.2,4.2,0.111
