,name,minutes_played,games_played,points,team,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,personal_fouls,positions,slug,steals,turnovers
7,LaMarcus Aldridge,2687,81,1727,SAN ANTONIO SPURS,33,194,1319,412,42,107,493,81,684,349,10,251,179,['CENTER'],aldrila01,43,144
506,D'Angelo Russell,2448,81,1712,BROOKLYN NETS,22,563,1517,205,635,20,262,81,659,160,234,53,141,['POINT GUARD'],russeda01,100,253
64,Devin Booker,2242,64,1700,PHOENIX SUNS,22,433,1255,454,414,13,226,64,586,393,135,39,200,['SHOOTING GUARD'],bookede01,56,264
260,Buddy Hield,2615,82,1695,SACRAMENTO KINGS,26,205,1360,193,651,33,306,82,623,171,278,106,202,['SHOOTING GUARD'],hieldbu01,58,146
563,Klay Thompson,2652,78,1680,GOLDEN STATE WARRIORS,28,186,1402,158,599,47,262,78,655,129,241,37,157,['SHOOTING GUARD'],thompkl01,84,115
593,Russell Westbrook,2630,73,1675,OKLAHOMA CITY THUNDER,30,784,1473,451,411,33,698,73,630,296,119,109,245,['POINT GUARD'],westbru01,142,325
580,Nikola Vučević,2510,80,1665,ORLANDO MAGIC,28,307,1354,227,231,89,736,80,701,179,84,224,157,['CENTER'],vucevni01,81,159
155,DeMar DeRozan,2688,77,1635,SAN ANTONIO SPURS,29,475,1313,441,45,36,408,77,631,366,7,54,177,['SHOOTING GUARD'],derozde01,86,199
314,Nikola Jokić,2504,80,1604,DENVER NUGGETS,23,580,1206,352,270,55,637,80,616,289,83,228,228,['CENTER'],jokicni01,108,248
350,Kawhi Leonard,2040,60,1596,TORONTO RAPTORS,27,199,1129,426,302,24,361,60,560,364,112,78,87,['SMALL FORWARD'],leonaka01,106,121
288,Kyrie Irving,2214,67,1596,BOSTON CELTICS,26,464,1241,245,434,34,264,67,604,214,174,71,167,['POINT GUARD'],irvinky01,103,172
488,Julius Randle,2232,73,1565,NEW ORLEANS PELICANS,24,229,1089,487,195,45,472,49,571,356,67,162,246,['POWER FORWARD'],randlju01,52,208
615,Trae Young,2503,81,1549,ATLANTA HAWKS,20,653,1256,414,482,15,237,81,525,343,156,64,140,['POINT GUARD'],youngtr01,72,308
162,Luka Dončić,2318,72,1526,DALLAS MAVERICKS,19,429,1186,485,514,25,477,72,506,346,168,86,137,['SHOOTING GUARD'],doncilu01,77,247
298,LeBron James,1937,55,1505,LOS ANGELES LAKERS,34,454,1095,418,327,33,408,55,558,278,111,57,94,['SMALL FORWARD'],jamesle01,72,197
342,Zach LaVine,2171,63,1492,CHICAGO BULLS,23,283,1135,375,321,26,254,62,530,312,120,40,140,['SHOOTING GUARD'],lavinza01,60,215
128,Mike Conley,2342,70,1478,MEMPHIS GRIZZLIES,31,449,1120,406,426,22,199,70,490,343,155,40,123,['POINT GUARD'],conlemi01,94,130
391,CJ McCollum,2375,70,1468,PORTLAND TRAIL BLAZERS,27,207,1243,192,445,28,220,70,571,159,167,62,172,['SHOOTING GUARD'],mccolcj01,55,106
60,Bojan Bogdanović,2573,81,1454,INDIANA PACERS,29,161,1051,305,386,1,300,81,522,246,164,33,138,['SMALL FORWARD'],bogdabo02,69,134
144,Anthony Davis,1850,56,1452,NEW ORLEANS PELICANS,25,218,1026,433,145,135,498,56,530,344,48,174,132,['CENTER'],davisan02,88,112
267,Jrue Holiday,2402,67,1420,NEW ORLEANS PELICANS,28,518,1159,271,363,54,259,67,547,208,118,75,148,['SHOOTING GUARD'],holidjr01,109,210
403,Khris Middleton,2393,77,1407,MILWAUKEE BUCKS,27,331,1148,258,474,7,411,77,506,216,179,50,172,['SMALL FORWARD'],middlkh01,80,174
197,De'Aaron Fox,2546,81,1399,SACRAMENTO KINGS,21,590,1102,417,232,45,261,81,505,303,86,43,204,['POINT GUARD'],foxde01,133,227
489,J.J. Redick,2379,76,1372,PHILADELPHIA 76ERS,34,206,1027,255,605,17,166,63,452,228,240,20,129,['SHOOTING GUARD'],redicjj01,32,101
519,Collin Sexton,2605,82,1371,CLEVELAND CAVALIERS,20,243,1206,255,296,6,179,72,519,214,119,57,186,['POINT GUARD'],sextoco01,44,185
168,Andre Drummond,2647,79,1370,DETROIT PISTONS,25,112,1052,412,38,138,809,79,561,243,5,423,272,['CENTER'],drumman01,136,175
430,Jamal Murray,2447,75,1367,DENVER NUGGETS,21,363,1173,223,414,27,252,74,513,189,152,65,153,['POINT GUARD'],murraja01,67,158
524,Pascal Siakam,2548,80,1354,TORONTO RAPTORS,24,248,945,302,214,52,425,79,519,237,79,124,241,['POWER FORWARD'],siakapa01,73,154
206,Danilo Gallinari,2059,68,1346,LOS ANGELES CLIPPERS,30,178,884,406,372,23,363,68,409,367,161,54,129,['SMALL FORWARD'],gallida01,49,99
526,Ben Simmons,2700,79,1337,PHILADELPHIA 76ERS,22,610,960,428,6,61,525,79,540,257,0,172,209,['POINT GUARD'],simmobe01,112,274
597,Andrew Wiggins,2543,73,1321,MINNESOTA TIMBERWOLVES,23,184,1209,296,348,48,269,73,498,207,118,83,153,['SMALL FORWARD'],wiggian01,70,138
338,Kyle Kuzma,2314,70,1308,LOS ANGELES LAKERS,23,178,1087,250,422,26,322,68,496,188,128,60,170,['POWER FORWARD'],kuzmaky01,41,133
218,Rudy Gobert,2577,81,1284,UTAH JAZZ,26,161,712,522,0,187,732,80,476,332,0,309,231,['CENTER'],goberru01,66,130
220,Aaron Gordon,2633,78,1246,ORLANDO MAGIC,23,289,1046,253,347,56,445,78,470,185,121,129,172,['POWER FORWARD'],gordoaa01,57,162
551,Jayson Tatum,2455,79,1243,BOSTON CELTICS,20,168,1036,228,311,57,407,79,466,195,116,70,168,['SMALL FORWARD'],tatumja01,84,122
196,Evan Fournier,2553,81,1226,ORLANDO MAGIC,26,295,1069,170,450,12,220,81,468,137,153,38,225,['SHOOTING GUARD'],fournev01,71,154
492,Josh Richardson,2539,73,1209,MIAMI HEAT,25,298,1026,231,460,34,209,73,423,199,164,54,200,['SHOOTING GUARD'],richajo01,79,113
26,Deandre Ayton,2183,71,1159,PHOENIX SUNS,20,125,870,189,4,67,506,70,509,141,0,223,209,['CENTER'],aytonde01,61,126
245,Tobias Harris,1903,55,1152,LOS ANGELES CLIPPERS,26,150,855,219,258,24,395,55,424,192,112,37,123,['POWER FORWARD'],harrito02,40,109
101,Clint Capela,2249,67,1114,HOUSTON ROCKETS,24,96,732,261,0,102,550,67,474,166,0,298,168,['CENTER'],capelca01,44,94
3,Steven Adams,2669,80,1108,OKLAHOMA CITY THUNDER,25,124,809,292,2,76,369,80,481,146,0,391,204,['CENTER'],adamsst01,117,135
221,Eric Gordon,2158,68,1103,HOUSTON ROCKETS,30,129,938,152,600,27,131,53,384,119,216,17,143,['SHOOTING GUARD'],gordoer01,41,90
225,Jerami Grant,2612,80,1090,OKLAHOMA CITY THUNDER,24,79,823,221,293,100,321,77,409,157,115,96,214,['POWER FORWARD'],grantje01,61,67
244,Joe Harris,2293,76,1041,BROOKLYN NETS,27,181,748,133,386,17,239,76,374,110,183,52,182,['SHOOTING GUARD'],harrijo01,38,121
614,Thaddeus Young,2489,81,1024,INDIANA PACERS,30,204,841,135,146,36,331,81,443,87,51,192,194,['POWER FORWARD'],youngth01,123,123
94,Jimmy Butler,1824,55,1002,PHILADELPHIA 76ERS,29,220,747,304,148,29,185,55,344,264,50,105,93,['SMALL FORWARD'],butleji01,99,81
285,Joe Ingles,2568,82,994,UTAH JAZZ,31,469,802,123,483,20,295,82,359,87,189,35,180,['POWER FORWARD'],inglejo01,98,193
457,Cedi Osman,2444,76,991,CLEVELAND CAVALIERS,23,195,844,181,374,11,312,75,360,141,130,45,195,['SMALL FORWARD'],osmande01,60,114
380,Lauri Markkanen,1682,52,974,CHICAGO BULLS,21,75,795,195,332,33,396,51,342,170,120,74,122,['POWER FORWARD'],markkla01,37,85
287,Brandon Ingram,1760,52,950,LOS ANGELES LAKERS,21,154,729,289,94,31,226,52,362,195,31,41,149,['SMALL FORWARD'],ingrabr01,28,129
363,Kyle Lowry,2213,65,926,TORONTO RAPTORS,32,564,739,194,453,31,271,65,304,161,157,41,166,['POINT GUARD'],lowryky01,91,182
467,Chris Paul,1857,58,906,HOUSTON ROCKETS,33,473,720,203,355,18,229,58,302,175,127,36,146,['POINT GUARD'],paulch01,114,152
237,Tim Hardaway Jr.,1499,46,880,NEW YORK KNICKS,26,122,726,233,337,6,135,46,282,199,117,26,106,['SHOOTING GUARD'],hardati02,42,81
35,Harrison Barnes,1584,49,866,DALLAS MAVERICKS,26,62,717,198,311,11,171,49,290,165,121,36,79,['POWER FORWARD'],barneha02,33,68
209,Marc Gasol,1788,53,834,MEMPHIS GRIZZLIES,34,248,683,201,221,63,399,53,303,152,76,56,147,['CENTER'],gasolma01,60,119
589,T.J. Warren,1360,43,772,PHOENIX SUNS,25,64,611,124,180,29,143,36,297,101,77,31,119,['SMALL FORWARD'],warretj01,51,52
39,Nicolas Batum,2354,75,699,CHARLOTTE HORNETS,30,247,562,89,298,43,319,72,253,77,116,71,140,['SMALL FORWARD'],batumni01,71,117
455,Victor Oladipo,1147,36,675,INDIANA PACERS,26,186,588,141,216,11,181,36,249,103,74,21,72,['SHOOTING GUARD'],oladivi01,60,82
586,John Wall,1104,32,663,WASHINGTON WIZARDS,28,279,552,175,169,29,101,32,245,122,51,15,71,['POINT GUARD'],walljo01,49,121
24,Trevor Ariza,1465,43,605,WASHINGTON WIZARDS,33,165,509,121,295,13,192,43,208,94,95,34,86,['SMALL FORWARD'],arizatr01,53,67
570,P.J. Tucker,2802,82,601,HOUSTON ROCKETS,33,96,523,59,387,39,358,82,207,41,146,121,252,['POWER FORWARD'],tuckepj01,132,63
321,DeAndre Jordan,1554,50,551,DALLAS MAVERICKS,30,99,323,198,0,53,525,50,208,135,0,161,125,['CENTER'],jordade01,33,111
85,Reggie Bullock,1355,44,534,DETROIT PISTONS,27,109,441,64,294,5,103,44,182,56,114,20,79,['SHOOTING GUARD'],bullore01,24,54
170,Kris Dunn,1389,46,519,CHICAGO BULLS,24,277,506,69,96,21,168,44,215,55,34,19,166,['POINT GUARD'],dunnkr01,68,104
552,Jeff Teague,1264,42,510,MINNESOTA TIMBERWOLVES,30,343,416,153,105,18,90,41,176,123,35,16,90,['POINT GUARD'],teaguje01,43,97
246,Tobias Harris,944,27,492,PHILADELPHIA 76ERS,26,79,399,88,135,13,181,27,187,74,44,32,61,['POWER FORWARD'],harrito02,11,42
229,Draymond Green,2065,66,486,GOLDEN STATE WARRIORS,28,454,422,91,165,70,421,66,188,63,47,60,197,['POWER FORWARD'],greendr01,95,169
32,Lonzo Ball,1423,47,465,LOS ANGELES LAKERS,21,255,456,48,228,19,197,45,185,20,75,54,114,['POINT GUARD'],balllo01,69,103
553,Garrett Temple,1530,49,463,MEMPHIS GRIZZLIES,32,69,387,76,210,25,134,49,166,57,74,18,134,['SHOOTING GUARD'],templga01,50,54
268,Justin Holiday,1325,38,440,CHICAGO BULLS,29,85,394,46,270,21,150,38,151,41,97,19,79,['SHOOTING GUARD'],holidju01,67,47
36,Harrison Barnes,949,28,399,SACRAMENTO KINGS,26,53,310,80,130,2,133,28,141,64,53,21,43,['SMALL FORWARD'],barneha02,17,30
133,Robert Covington,763,22,318,MINNESOTA TIMBERWOLVES,28,32,245,66,148,24,105,22,106,51,55,21,81,['SMALL FORWARD'],covinro01,50,25
611,Delon Wright,802,26,316,MEMPHIS GRIZZLIES,26,138,265,89,78,15,112,11,115,66,20,29,50,['POINT GUARD'],wrighde01,42,40
478,Otto Porter Jr.,492,15,262,CHICAGO BULLS,25,40,201,32,80,9,69,15,97,29,39,14,29,['SMALL FORWARD'],porteot01,18,25
23,Trevor Ariza,884,26,258,PHOENIX SUNS,33,87,227,43,139,8,129,26,86,36,50,16,44,['SMALL FORWARD'],arizatr01,38,39
386,Wesley Matthews,725,23,251,INDIANA PACERS,32,55,210,48,130,4,54,23,81,41,48,11,56,['SHOOTING GUARD'],matthwe02,20,31
67,Avery Bradley,442,14,225,MEMPHIS GRIZZLIES,28,56,188,25,73,0,36,14,87,23,28,8,34,['SHOOTING GUARD'],bradlav01,14,28
93,Jimmy Butler,361,10,213,MINNESOTA TIMBERWOLVES,29,43,157,61,45,10,36,10,74,48,17,16,18,['SHOOTING GUARD'],butleji01,24,14
132,Robert Covington,440,13,147,PHILADELPHIA 76ERS,28,14,117,23,77,23,60,13,50,17,30,7,45,['SMALL FORWARD'],covinro01,24,22
510,Dario Šarić,396,13,144,PHILADELPHIA 76ERS,24,26,132,30,70,3,65,13,48,27,21,21,39,['POWER FORWARD'],saricda01,4,25
311,Tyler Johnson,406,13,144,PHOENIX SUNS,26,54,125,39,56,6,37,12,46,34,18,15,25,['POINT GUARD'],johnsty01,14,14
509,JaKarr Sampson,127,4,80,CHICAGO BULLS,25,4,54,21,14,3,27,0,29,17,5,5,8,['SMALL FORWARD'],sampsja02,4,4
