,name,minutes_played,games_played,points,team,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,personal_fouls,positions,slug,steals,turnovers
497,Evan Turner,1886,54,939,PHILADELPHIA 76ERS,25,198,831,228,132,5,272,54,356,189,38,50,147,['SMALL FORWARD'],turneev01,56,155
159,Mike Dunleavy,2584,82,929,CHICAGO BULLS,33,186,774,164,324,46,299,61,333,140,123,46,163,['SMALL FORWARD'],dunlemi02,64,108
96,José Calderón,2468,81,925,DALLAS MAVERICKS,32,377,748,63,425,11,163,81,341,52,191,29,136,['POINT GUARD'],caldejo01,69,103
528,Deron Williams,2059,64,915,BROOKLYN NETS,29,392,716,216,268,13,153,58,322,173,98,15,148,['POINT GUARD'],willide01,93,143
30,D.J. Augustin,1857,61,909,CHICAGO BULLS,26,303,694,221,321,3,111,9,291,195,132,15,140,['POINT GUARD'],augusdj01,52,116
315,Robin Lopez,2603,82,908,PORTLAND TRAIL BLAZERS,25,73,644,242,1,139,374,82,355,198,0,326,196,['CENTER'],lopezro01,25,84
85,Trey Burke,2262,70,895,UTAH JAZZ,21,396,897,113,336,6,171,68,341,102,111,37,145,['POINT GUARD'],burketr01,42,131
228,Tobias Harris,1850,61,893,ORLANDO MAGIC,21,82,716,244,126,24,336,36,332,197,32,88,143,['POWER FORWARD'],harrito02,41,78
69,Avery Bradley,1855,60,891,BOSTON CELTICS,23,85,825,112,200,11,178,58,361,90,79,48,145,['SHOOTING GUARD'],bradlav01,63,96
89,Jimmy Butler,2591,67,878,CHICAGO BULLS,24,175,693,338,240,36,243,67,275,260,68,87,106,['SHOOTING GUARD'],butleji01,127,102
188,Marc Gasol,1970,59,859,MEMPHIS GRIZZLIES,29,215,711,241,11,76,340,59,336,185,2,84,150,['CENTER'],gasolma01,59,111
284,DeAndre Jordan,2870,82,856,LOS ANGELES CLIPPERS,25,74,515,374,0,203,783,82,348,160,0,331,264,['CENTER'],jordade01,80,123
292,Kyle Korver,2408,71,850,ATLANTA HAWKS,32,208,609,94,392,24,260,71,289,87,185,22,147,['SHOOTING GUARD'],korveky01,70,102
105,Wilson Chandler,1927,62,846,DENVER NUGGETS,26,114,738,152,351,31,236,55,307,110,122,58,193,['SMALL FORWARD'],chandwi01,46,79
376,Jameer Nelson,2179,68,820,ORLANDO MAGIC,31,476,747,112,391,5,202,68,294,96,136,29,146,['POINT GUARD'],nelsoja01,52,166
512,Nikola Vučević,1812,57,811,ORLANDO MAGIC,23,104,696,137,0,47,441,57,353,105,0,185,169,['CENTER'],vucevni01,60,112
99,DeMarre Carroll,2341,73,810,ATLANTA HAWKS,27,134,642,141,268,21,296,73,302,109,97,107,188,['SMALL FORWARD'],carrode01,108,79
321,Shawn Marion,2409,76,791,DALLAS MAVERICKS,35,124,708,65,162,37,365,76,341,51,58,132,125,['SMALL FORWARD'],mariosh01,90,95
429,Ricky Rubio,2638,82,781,MINNESOTA TIMBERWOLVES,23,704,670,283,133,11,281,82,255,227,44,61,218,['POINT GUARD'],rubiori01,191,221
241,George Hill,2434,76,781,INDIANA PACERS,27,265,616,176,260,23,230,76,272,142,95,53,158,['POINT GUARD'],hillge01,75,92
61,Eric Bledsoe,1416,43,763,PHOENIX SUNS,24,235,556,237,140,14,175,40,265,183,50,27,99,['POINT GUARD'],bledser01,69,143
494,P.J. Tucker,2490,81,760,PHOENIX SUNS,28,141,615,201,191,23,368,81,265,156,74,161,204,['SMALL FORWARD'],tuckepj01,110,102
230,Spencer Hawes,1666,53,688,PHILADELPHIA 76ERS,25,176,586,101,203,67,364,53,264,79,81,88,154,['CENTER'],hawessp01,31,119
339,Josh McRoberts,2360,78,661,CHARLOTTE BOBCATS,26,333,566,85,291,46,288,78,247,62,105,85,189,['POWER FORWARD'],mcrobjo01,58,83
174,Raymond Felton,2017,65,630,NEW YORK KNICKS,29,365,608,122,195,27,143,65,240,88,62,54,157,['POINT GUARD'],feltora01,78,129
253,Andre Iguodala,2040,63,588,GOLDEN STATE WARRIORS,30,263,458,132,175,18,240,63,220,86,62,53,103,['SMALL FORWARD'],iguodan01,95,100
148,Luol Deng,1353,40,573,CLEVELAND CAVALIERS,28,98,506,144,127,5,144,40,211,111,40,59,58,['SMALL FORWARD'],denglu01,38,55
53,Patrick Beverley,1751,56,573,HOUSTON ROCKETS,25,151,481,102,255,23,124,55,199,83,92,72,174,['POINT GUARD'],beverpa01,77,66
137,Glen Davis,1354,45,545,ORLANDO MAGIC,28,70,512,114,10,22,195,43,232,77,4,87,111,['POWER FORWARD'],davisgl01,46,59
248,Al Horford,958,29,538,ATLANTA HAWKS,27,76,420,85,11,44,178,29,238,58,4,66,56,['CENTER'],horfoal01,27,64
122,Jordan Crawford,1198,39,536,BOSTON CELTICS,25,224,455,126,157,3,102,35,188,110,50,18,76,['POINT GUARD'],crawfjo02,34,84
245,Jrue Holiday,1143,34,487,NEW ORLEANS PELICANS,23,268,454,63,77,12,114,34,203,51,30,28,92,['POINT GUARD'],holidjr01,56,105
104,Tyson Chandler,1662,55,480,NEW YORK KNICKS,31,59,322,155,1,63,370,55,191,98,0,159,145,['CENTER'],chandty01,36,71
441,Ramon Sessions,909,28,443,MILWAUKEE BUCKS,27,134,304,170,56,3,70,12,140,143,20,16,40,['POINT GUARD'],sessira01,16,55
147,Luol Deng,860,23,438,CHICAGO BULLS,28,85,354,124,62,4,118,23,160,101,17,40,53,['SMALL FORWARD'],denglu01,24,59
19,Ryan Anderson,795,22,436,NEW ORLEANS PELICANS,25,17,354,62,164,7,76,14,155,59,67,66,47,['POWER FORWARD'],anderry01,10,20
314,Brook Lopez,533,17,352,BROOKLYN NETS,25,16,229,115,1,30,63,17,129,94,0,39,52,['CENTER'],lopezbr01,9,28
426,Rajon Rondo,998,30,350,BOSTON CELTICS,27,294,350,67,90,2,142,30,141,42,26,22,65,['POINT GUARD'],rondora01,40,99
190,Rudy Gay,639,18,350,TORONTO RAPTORS,27,40,335,88,59,23,104,18,130,68,22,29,47,['SMALL FORWARD'],gayru01,28,59
58,Steve Blake,891,27,256,LOS ANGELES LAKERS,33,205,233,35,131,2,95,27,88,28,52,8,49,['POINT GUARD'],blakest01,34,71
427,Derrick Rose,311,10,159,CHICAGO BULLS,25,43,164,32,47,1,23,10,58,27,16,9,15,['POINT GUARD'],rosede01,5,34
