Unnamed: 0,title,time,url,author,credit_article,credit_followers,credit_tweets,textblob_Sentiment,nltk_Sentiment
2748,From Foes To Friends: Inside The Carmelo Anthony and Kobe Bryant Friendship,2015-16,http://global.nba.com/news/from-foes-to-friends-inside-the-carmelo-anthony-and-kobe-bryant-friendship/,Jonah Ballow,117,13930,24132,0.1394503233392122,0.13945032333921223
2749,Jimmy Butler Seeks Second Opinion On Knee Injury,2015-16,http://global.nba.com/news/jimmy-butler-seeks-second-opinion-on-knee-injury/,NBA News,Default,Default,Default,0.1721669501133787,0.1721669501133787
2750,"Bosh Says He Has No Blood Clots, Still Hoping To Return",2015-16,http://global.nba.com/news/bosh-says-he-has-no-blood-clots-still-hoping-to-return/,TIM REYNOLDS | Associated Press,None,None,None,-0.0266666666666666,-0.026666666666666665
2751,Second-Half Surge Lifts Cavs Past Kings,2015-16,http://global.nba.com/news/second-half-surge-lifts-cavs-past-kings/,Joe Gabriele,492,None,None,0.1502762708458911,0.15027627084589112
2752,Warriors Overwhelm Jazz; Stay Undefeated At Home,2015-16,http://global.nba.com/news/warriors-overwhelm-jazz/,NBA News,Default,Default,Default,0.55,0.55
2753,"Game Recap: Bucks Defeat Heat, 114-108",2015-16,http://global.nba.com/news/heat-108-bucks-114-game-recap/,Joe Beguiristain,452,None,None,-0.0590277777777777,-0.059027777777777776
2754,"Keys to the Game: Celtics 116, Grizzlies 96",2015-16,http://global.nba.com/news/keys-to-the-game-celtics-116-grizzlies-96/,NBA News,Default,Default,Default,0.1234334845049131,0.1234334845049131
2755,"Game Recap: Hornets Top Pelicans Despite Big Nights From Davis, Holiday",2015-16,http://global.nba.com/news/postgame-hornets-122-pelicans-113/,Jim Eichenhofer,2565,21361,44563,0.0746901446901447,0.07469014469014472
2756,Spurs Sign Kevin Martin,2015-16,http://global.nba.com/news/spurs-sign-kevin-martin-2/,NBA News,Default,Default,Default,0.0,0.0
2757,Brooklyn Nets Sign Sean Kilpatrick To Second 10-Day Contract,2015-16,http://global.nba.com/news/brooklyn-nets-sign-sean-kilpatrick-to-second-10-day-contract/,NBA News,Default,Default,Default,-0.0375,-0.037500000000000006
2758,Morning Shootaround – March 9,2015-16,http://global.nba.com/news/morning-shootaround-march-9/,NBA News,Default,Default,Default,0.2449588439729285,0.2449588439729285
2759,"Rookie Ladder: At long last, Russell tapping into potential for Lakers",2015-16,http://global.nba.com/news/at-long-last-russell-tapping-into-potential-for-lakers/,Scott Howard Cooper,231,None,None,0.0856195474822925,0.08561954748229252
2760,Eric Gordon Out For Season After Surgery On Thumb,2015-16,http://global.nba.com/news/eric-gordon-out-for-season-after-surgery-on-thumb/,NBA News,Default,Default,Default,0.288961038961039,0.288961038961039
2761,Popovich To Miss Tonight’s Game Vs. T-Wolves For Family Emergency,2015-16,http://global.nba.com/news/popovich-to-miss-spurs-next-two-games/,NBA News,Default,Default,Default,0.1947916666666667,0.1947916666666667
2762,Antetokounmpo Proving ‘Point Forward’ Is Much More Than A Novelty,2015-16,http://global.nba.com/news/antetkounmpo-proving-point-forward-is-much-more-than-a-novelty/,NBA News,Default,Default,Default,0.1138260495291745,0.11382604952917452
2763,Melo Pays Price For Financial Focus As Career Wanes,2015-16,http://global.nba.com/news/melo-pays-price-for-financial-focus-as-career-wanes/,Shaun Powell,651,None,None,0.172834120925724,0.17283412092572403
2764,Deadline Deals Give Grizzlies Some Newfound Versatility,2015-16,http://global.nba.com/news/deadline-deals-give-grizzlies-some-newfound-versatility/,Fran Blinebury,201,None,None,0.1316419860627177,0.13164198606271776
2765,"Young Talent Abounds, But Minnesota Can’t Skip Steps",2015-16,http://global.nba.com/news/young-talent-abounds-but-minnesota-cant-skip-steps/,NBA News,Default,Default,Default,0.1537194613350682,0.15371946133506825
2766,Morning Shootaround – March 8: Warriors Chase Record For Consecutive Wins At Home,2015-16,http://global.nba.com/news/morning-shootaround-march-8-warriors-set-consecutive-home-winning-streak/,NBA News,Default,Default,Default,0.0800612052730696,0.08006120527306967
2767,"Jordan Confident, Scoring Season High In Return To Dallas",2015-16,http://global.nba.com/news/jordan-confident-scoring-season-high-in-return-to-dallas/,NBA News,Default,Default,Default,0.0823896011396011,0.08238960113960116
2768,Warriors Establish NBA Record for Most Consecutive Regular-Season Home Victories,2015-16,http://global.nba.com/news/warriors-establish-nba-record-for-most-consecutive-regular-season-home-victories/,NBA News,Default,Default,Default,0.3234567901234567,0.32345679012345674
2769,"Pacers Stay Aggressive, Turn Back Spurs",2015-16,http://global.nba.com/news/pacers-stay-aggressive-turn-back-spurs/,Mark Montieth,505,8188,22207,0.1764191873527317,0.1764191873527317
2770,Cavs Can’t Rally Past Shorthanded Grizzlies,2015-16,http://global.nba.com/news/cavs-cant-rally-past-shorthanded-grizzlies-2/,Joe Gabriele,492,None,None,0.0663783482142857,0.06637834821428572
2771,Cleveland’s James And San Antonio’s Leonard Named NBA Eastern And Western Conference Players Of The Week,2015-16,http://global.nba.com/news/clevelands-james-and-san-antonios-leonard-named-nba-eastern-and-western-conference-players-of-the-week/,NBA News,Default,Default,Default,0.3345223063973064,0.3345223063973064
2772,Michael Carter-Williams Will Miss Remainder Of Season After Hip Surgery,2015-16,http://global.nba.com/news/michael-carter-williams-will-miss-remainder-of-season-after-hip-surgery/,NBA News,Default,Default,Default,-0.0166666666666666,-0.016666666666666663
2773,"Rookie Diary, Volume 6: Kristaps Porzingis",2015-16,http://global.nba.com/news/rookie-diary-volume-6-kristaps-porzingis/,NBA News,Default,Default,Default,0.0697278911564626,0.0697278911564626
2774,Power Rankings: The Week The Lakers Beat The Champs,2015-16,http://global.nba.com/news/power-rankings-the-week-the-lakers-beat-the-champs/,NBA News,Default,Default,Default,0.0386606808829031,0.038660680882903115
2775,"Hornets, Walker Recalibrate Themselves To Suit Each Other",2015-16,http://global.nba.com/news/hornets-walker-recalibrate-themselves-to-suit-each-other-2/,NBA News,Default,Default,Default,0.1660033889721391,0.1660033889721391
2776,Pacers Sign Ty Lawson,2015-16,http://global.nba.com/news/pacers-sign-ty-lawson/,NBA News,Default,Default,Default,0.1769444444444444,0.17694444444444443
2777,Morning Shootaround – March 7: Warriors Suffer Stunning Defeat,2015-16,http://global.nba.com/news/morning-shootaround-march-7/,NBA News,Default,Default,Default,0.0819256800547123,0.08192568005471232
2778,Rockets Roll Into Canada And Emerge Victorious,2015-16,http://global.nba.com/news/raptors-cant-fend-off-rockets/,NBA News,Default,Default,Default,0.0558226495726495,0.05582264957264958
2779,Dragic And Company Turn Up The Heat On Philadelphia,2015-16,http://global.nba.com/news/76ers-98-heat-103-game-recap/,Joe Beguiristain,452,None,None,0.0461454311454311,0.04614543114543115
2780,Nuggets Get Clutch Overtime Victory,2015-16,http://global.nba.com/news/nuggets-clutch-overtime-victory/,NBA News,Default,Default,Default,0.0553178847296494,0.055317884729649436
2781,Kobe Supplies Guidance In Win Over Warriors,2015-16,http://global.nba.com/news/kobe-supplies-guidance-in-win-over-warriors/,Joey Ramirez,996,None,None,0.1380820399113081,0.13808203991130819
2782,Jackson Powers Pistons Over Portland,2015-16,http://global.nba.com/news/pistons-bounce-back-with-a-vengeance-as-jackson-powers-20-point-win-over-portland/,Keith Langlois,1847,20186,45418,0.0857420357420357,0.08574203574203576
2783,Thunder Get Back On Track With Win Over Bucks,2015-16,http://global.nba.com/news/thunder-at-milwaukee-bucks-game-recap-march-6-2016/,NBA News,Default,Default,Default,0.1474584929757343,0.14745849297573435
2784,Suns Beat Grizzlies For Second Time In Eight Days,2015-16,http://global.nba.com/news/suns-slip-past-grizzlies-109-100/,NBA News,Default,Default,Default,-0.1483419723551303,-0.1483419723551303
2785,Morning Shootaround – March 6: Jimmy Butler Returns,2015-16,http://global.nba.com/news/morning-shootaround-march-6-jimmy-butler-returns/,NBA News,Default,Default,Default,0.1471712332383064,0.14717123323830644
2786,"Cavs Overcome Slow Start, Pull Past Celtics",2015-16,http://global.nba.com/news/cavs-overcome-slow-start-pull-past-celtics-2/,Joe Gabriele,492,None,None,0.1492222222222222,0.14922222222222223
2787,Bulls Beat Rockets 108-100,2015-16,http://global.nba.com/news/bulls-beat-rockets-108-100/,NBA News,Default,Default,Default,0.0965367965367965,0.0965367965367965
2788,Clippers’ Defense Flourishing As Changes Pay Off,2015-16,http://global.nba.com/news/clippers-defense-flourishing-as-changes-pay-off/,NBA News,Default,Default,Default,0.1501618501618501,0.1501618501618501
2789,"Postgame: Jazz 106, Pelicans 94",2015-16,http://global.nba.com/news/postgame-jazz-106-pelicans-94/,Jim Eichenhofer,2565,21361,44563,-0.0258761080189651,-0.025876108018965158
2790,Morning Shootaround – 5 March: Reality Check For Cavs Under Lue,2015-16,http://global.nba.com/news/morning-shootaround-5-march-reality-check-for-cavs-under-lue/,NBA News,Default,Default,Default,0.0869888797269749,0.08698887972697496
2791,Nets Beat Nuggets 121-120 On Last-Second Basket in OT,2015-16,http://global.nba.com/news/nets-beat-nuggets-121-120-on-last-second-basket-in-ot/,NBA News,Default,Default,Default,0.1348888888888888,0.13488888888888886
2792,Raptors Score Riveting Victory Despite Lillard’s 50,2015-16,http://global.nba.com/news/game-rap-raptors-117-trail-blazers-115/,NBA News,Default,Default,Default,0.2114657210401891,0.21146572104018915
2793,"Cavs Go Small, Bounce Wizards at The Q",2015-16,http://global.nba.com/news/cavs-go-small-bounce-wizards-at-the-q-2/,Joe Gabriele,492,None,None,0.0761710239651416,0.07617102396514161
2794,Randolph And Company Grit’N’Grind Past Jazz,2015-16,http://global.nba.com/news/the-roundup-2/,Matt Payne,846,594,1474,0.0171990171990171,0.017199017199017192
2795,Wade Turns Up The Heat On The Sixers,2015-16,http://global.nba.com/news/heat-112-76ers-102-game-recap/,Joe Beguiristain,452,None,None,0.0556426951733074,0.05564269517330743
2796,Hornets Put Away Pacers Late,2015-16,http://global.nba.com/news/hornets-put-away-pacers-late/,NBA News,Default,Default,Default,-0.0424004046062869,-0.042400404606286975
2797,Bradley’s Late Layup Beats Knicks,2015-16,http://global.nba.com/news/nyk-104-bos-105-knicks-effort-falls-short-at-buzzer/,Charlie Widdoes,21,None,None,0.115410101010101,0.11541010101010102
2798,"No Matter The Era, Curry Is Just Too Tough To Shut Down",2015-16,http://global.nba.com/news/no-matter-the-era-curry-is-just-too-tough-to-shut-down-2/,NBA News,Default,Default,Default,0.1481525363077782,0.14815253630777822
2799,Michael Beasley Signs With Rockets,2015-16,http://global.nba.com/news/michael-beasley-signs-with-rockets/,NBA News,Default,Default,Default,0.1020833333333333,0.10208333333333335
2800,Morning Shootaround – 4 March: Warriors Tie All-Time Home Win Streak,2015-16,http://global.nba.com/news/morning-shootaround-4-march-warriors-tie-all-time-home-win-streak/,NBA News,Default,Default,Default,0.0958751424014581,0.09587514240145818
2801,Warriors Beat Thunder At Home To Extend Winning Streak,2015-16,http://global.nba.com/news/thunder-at-golden-state-warriors-game-recap-march-3-2016/,NBA News,Default,Default,Default,0.1473917137476459,0.1473917137476459
2802,Heat Take Care Of The Suns 108-92 In Miami,2015-16,http://global.nba.com/news/suns-92-heat-108-game-recap/,Joe Beguiristain,452,None,None,0.0116309523809523,0.011630952380952382
2803,Spurs Continue Winning Ways With Victory Over Pelicans,2015-16,http://global.nba.com/news/postgame-spurs-94-pelicans-86/,Jim Eichenhofer,2565,21361,44563,0.0102304558186911,0.010230455818691107
2804,Indiana’s Turner and Minnesota’s Towns Named Kia NBA Rookies of the Month,2015-16,http://global.nba.com/news/indianas-turner-and-minnesotas-towns-named-kia-nba-rookies-of-the-month/,NBA News,Default,Default,Default,0.2212190082644628,0.22121900826446284
2805,Cleveland’s James and Golden State’s Curry Named Kia NBA Eastern and Western Conference Players of the Month,2015-16,http://global.nba.com/news/james-curry-named-february-players-of-month/,NBA News,Default,Default,Default,0.2533699059561128,0.2533699059561128
2806,Joe Johnson Adjusting Quickly To Miami,2015-16,http://global.nba.com/news/the-dawn-of-nitro-joe/,Couper Moorhead,307,None,None,0.1124289707056697,0.11242897070566973
2807,Gasol Brothers Share Challenging Season Following Historic Year,2015-16,http://global.nba.com/news/gasol-brothers-share-frustrating-season-following-historic-year/,Shaun Powell,651,None,None,0.1640216505292841,0.1640216505292841
2808,Film Room: Assessing Mario Hezonja’s Game vs. Bulls,2015-16,http://global.nba.com/news/film-room-assessing-mario-hezonjas-game-vs-bulls/,NBA News,Default,Default,Default,0.2134285714285714,0.2134285714285714
2809,Spurs’ Ginobili Says He’s Returning Next Week After Traumatic Injury,2015-16,http://global.nba.com/news/spurs-ginobili-says-hes-returning-next-week-after-traumatic-injury/,NBA News,Default,Default,Default,0.0872323232323232,0.08723232323232324
2810,Clippers Pull Off Incredible To Drop Thunder,2015-16,http://global.nba.com/news/thunder-at-los-angeles-clippers-game-recap-march-2-2016/,NBA News,Default,Default,Default,0.0795122354497354,0.07951223544973543
2811,"Grizzlies Power Past Kings, 104-98",2015-16,http://global.nba.com/news/grizzlies-power-past-kings-104-98/,NBA News,Default,Default,Default,0.0364370304025476,0.036437030402547636
2812,Celtics Cool Down Portland’s Blazing Backcourt,2015-16,http://global.nba.com/news/celtics-cool-down-portlands-blazing-backcourt/,NBA News,Default,Default,Default,0.0691512605042016,0.06915126050420164
2813,"With Favorable Schedule, Warriors Aim To Build Perfect Home",2015-16,http://global.nba.com/news/with-favorable-schedule-warriors-aim-to-build-perfect-home/,Scott Howard Cooper,231,None,None,0.1488234663234663,0.1488234663234663
2814,Blogtable: Is It Time To Move The 3-Point Line Back Further?,2015-16,http://global.nba.com/news/blogtable-is-it-time-to-move-the-3-point-line-back-further/,NBA News,Default,Default,Default,0.1430724932249322,0.14307249322493223
2815,Morning Shootaround – 2 March,2015-16,http://global.nba.com/news/morning-shootaround-2-march/,NBA News,Default,Default,Default,0.1355881885698399,0.13558818856983998
2816,Rookie Ladder: Towns taking on more and more of load for Wolves,2015-16,http://global.nba.com/news/towns-taking-on-more-and-more-of-load-for-wolves/,Scott Howard Cooper,231,None,None,0.084842796092796,0.08484279609279605
2817,Russell Ignites For 39 Points in Lakers’ Victory,2015-16,http://global.nba.com/news/russell-ignites-for-39-points-in-lakers-victory/,Joey Ramirez,996,None,None,0.0592911877394636,0.05929118773946361
2818,Green’s Wild Shot Lifts Warriors To Wild Win,2015-16,http://global.nba.com/news/greens-wild-shot-lifts-warriors-to-wild-win/,NBA News,Default,Default,Default,0.0,0.0
2819,Kevin Martin Accepts Buyout From Timberwolves,2015-16,http://global.nba.com/news/kevin-martin-accepts-buyout-from-timberwolves/,JON KRAWCZYNSKI | Associated Press,None,None,None,0.05,0.05
2820,Celtics’ Stevens And Blazers’ Stotts Named Coaches Of The Month,2015-16,http://global.nba.com/news/celtics-stevens-and-blazers-stotts-named-coaches-of-the-month/,NBA News,Default,Default,Default,0.2074242424242424,0.2074242424242424
2821,Walker Never One To Shy Away From Big Moments,2015-16,http://global.nba.com/news/walker-never-one-to-shy-away-from-big-moments/,NBA News,Default,Default,Default,0.1628840770758063,0.16288407707580638
2822,Clippers Know Griffin Holds Key To Any Long Playoff Run,2015-16,http://global.nba.com/news/clippers-know-griffin-holds-key-to-any-long-playoff-run-2/,NBA News,Default,Default,Default,0.0307620031483667,0.030762003148366784
2823,"Like Most Everyone, Dell Curry Enjoying Steph’s Run",2015-16,http://global.nba.com/news/like-most-everyone-delly-curry-enjoying-stephs-run/,NBA News,Default,Default,Default,0.1182529085497835,0.11825290854978354
2824,Reasons To Watch: Bulls vs. Heat And Hawks vs. Warriors,2015-16,http://global.nba.com/news/reasons-to-watch-bulls-vs-heat-and-hawks-vs-warriors/,NBA News,Default,Default,Default,0.1366819827346143,0.1366819827346143
2825,“La NBA” Returns With 10th Annual Latin Nights Program,2015-16,http://global.nba.com/news/la-nba-returns-with-10th-annual-latin-nights-program/,NBA News,Default,Default,Default,0.1512909709338281,0.1512909709338281
2826,Morning Shootaround – 1 March: Curry Questionable Tonight vs. Hawks,2015-16,http://global.nba.com/news/morning-shootaround-1-march-curry-questionable-tonight-vs-hawks/,NBA News,Default,Default,Default,0.0294960941835941,0.029496094183594175
2827,Clippers Close Strong In 105-95 Win Vs. Nets,2015-16,http://global.nba.com/news/clippers-close-strong-in-105-95-win-vs-nets/,NBA News,Default,Default,Default,-0.0102272727272727,-0.010227272727272727
2828,"Thunder at Sacramento Kings Game Recap – Feb. 29, 2016",2015-16,http://global.nba.com/news/thunder-at-sacramento-kings-game-recap-feb-29-2016/,NBA News,Default,Default,Default,0.1960982000455684,0.19609820004556844
2829,"Keys to the Game: Celtics 100, Jazz 95",2015-16,http://global.nba.com/news/keys-to-the-game-celtics-100-jazz-95/,NBA News,Default,Default,Default,0.1897653554175293,0.1897653554175293
2830,Spurs Sign Andre Miller,2015-16,http://global.nba.com/news/spurs-sign-andre-miller-2/,NBA News,Default,Default,Default,0.0916666666666666,0.09166666666666666
2831,Beno Udrih Waived By Miami Heat,2015-16,http://global.nba.com/news/beno-udrih-waived-by-miami-heat/,NBA News,Default,Default,Default,0.1875,0.1875
2832,Lakers Plan For Season’s Final Stretch,2015-16,http://global.nba.com/news/lakers-plan-for-seasons-final-stretch/,Joey Ramirez,996,None,None,0.0875112233445566,0.08751122334455669
2833,Steph Curry And Kyle Lowry Named NBA Players Of The Week,2015-16,http://global.nba.com/news/steph-curry-and-kyle-lowry-named-nba-players-of-the-week/,NBA News,Default,Default,Default,0.2609265734265734,0.2609265734265734
2834,Power Rankings: Top Five Remain The Same But Order Shifts,2015-16,http://global.nba.com/news/power-rankings-top-five-remain-same-but-shift-spots/,NBA News,Default,Default,Default,0.1159135660401483,0.11591356604014835
2835,Morning Shootaround – Feb. 29,2015-16,http://global.nba.com/news/morning-shootaround-feb-29/,NBA News,Default,Default,Default,0.1399115082448415,0.13991150824484158
2836,Mario Hezonja Makes First Start of NBA Career,2015-16,http://global.nba.com/news/mario-hezonja-makes-first-start-of-nba-career/,NBA News,Default,Default,Default,0.1209329945416901,0.12093299454169017
2837,Pistons Stay Hot In 4th straight Win,2015-16,http://global.nba.com/news/big-games-from-stars-big-help-from-bench-as-pistons-stay-hot-in-4th-straight-win/,Keith Langlois,1847,20186,45418,0.1183724569640062,0.11837245696400622
2838,"Instant Rewind: Pacers 102, Trail Blazers 111",2015-16,http://global.nba.com/news/instant-rewind-pacers-102-trail-blazers-111/,Wheat Hotchkiss,773,None,None,0.0497023809523809,0.04970238095238096
2839,Hawks Hold Off Hornets Comeback,2015-16,http://global.nba.com/news/hawks-hold-off-hornets-comeback-2/,NBA News,Default,Default,Default,-0.0731511544011543,-0.07315115440115438
2840,John Wall Records Double-Double In Win Over Cavs,2015-16,http://global.nba.com/news/wall-recorded-his-second-straight-double-double-with-8-11-fg-4-5-ft-1-3-3pt-and-13-assists-while-also-gabbing-seven-rebounds-in-just-29-minutes-of-action-in-sundays-win-over-the-cavs/,Rotowire,None,None,None,0.0824404761904761,0.08244047619047618
2841,Morning Shootaround – Feb. 28th,2015-16,http://global.nba.com/news/morning-shootaround-0/,NBA News,Default,Default,Default,0.104623027818392,0.10462302781839208
2842,"Warriors Stun Thunder With Comeback OT Win, As Curry Hits Game-Winner And Breaks Single-Season 3-Point Record",2015-16,http://global.nba.com/news/warriors-stun-thunder-with-comeback-overtime-victory/,NBA News,Default,Default,Default,0.1666666666666666,0.16666666666666669
2843,Nets Stun Jazz In Salt Lake City,2015-16,http://global.nba.com/news/the-roundup-jazz-96-nets-98/,Matt Payne,846,594,1474,0.0899316109422492,0.08993161094224923
2844,Suns Snap 13-Game Losing Streak With Win Over Grizzlies,2015-16,http://global.nba.com/news/suns-take-win-over-grizzlies-in-phoenix/,NBA News,Default,Default,Default,0.0941821691821691,0.09418216918216919
2845,Pistons Pull Away From Bucks For Third Straight Win,2015-16,http://global.nba.com/news/pistons-sizzle-early-lock-down-late-to-pull-away-from-milwaukee-for-third-straight-win-2/,NBA News,Default,Default,Default,0.1917763157894736,0.19177631578947368
2846,"Blazers Overcome Pau Gasol’s Triple-Double, Beat Bulls In Chicago",2015-16,http://global.nba.com/news/bulls-fall-to-portland-103-95/,NBA News,Default,Default,Default,0.0465211640211639,0.04652116402116399
2847,Anthony Davis Out Against Timberwolves After Injuring Foot In Warm-ups,2015-16,http://global.nba.com/news/anthony-davis-out-against-timberwolves-after-injuring-foot-in-warm-ups/,NBA News,Default,Default,Default,0.0,0.0
2848,Morning Shootaround – Feb 27,2015-16,http://global.nba.com/news/morning-shootaround-feb-27/,NBA News,Default,Default,Default,0.0607780556227761,0.06077805562277616
2849,Race to the MVP: Long List of Slights Remain Impetus Behind Lillard’s Surge,2015-16,http://global.nba.com/news/long-list-of-slights-remain-impetus-behind-lillards-surge/,Sekou Smith,None,None,None,0.1722440896242267,0.17224408962422671
2850,Morning Shootaround – Feb. 26th,2015-16,http://global.nba.com/news/morning-shootaround-feb-26th/,NBA News,Default,Default,Default,0.0913188320595727,0.09131883205957277
2851,"Report: Wolves, Miller Finalizing Buyout",2015-16,http://global.nba.com/news/report-wolves-miller-finalizing-buyout/,NBA News,Default,Default,Default,-0.0163817663817663,-0.016381766381766378
2852,Nets Cool Off The Suns In Phoenix,2015-16,http://global.nba.com/news/recap-nets-take-suns-116-106/,NBA News,Default,Default,Default,-0.0238541666666666,-0.023854166666666666
2853,Anthony Davis Leads Pelicans To Impressive Victory Over Thunder,2015-16,http://global.nba.com/news/postgame-pelicans-123-thunder-119/,Jim Eichenhofer,2565,21361,44563,0.0751606978879706,0.07516069788797061
2854,Celtics Outlast Valiant Young Bucks,2015-16,http://global.nba.com/news/keys-to-the-game-celtics-112-bucks-107/,NBA News,Default,Default,Default,0.0277222222222222,0.027722222222222214
2855,"Curry Stars, Breaks Record in Win Over Magic",2015-16,http://global.nba.com/news/curry-stars-breaks-record-in-win-over-magic/,NBA News,Default,Default,Default,0.2518518518518518,0.2518518518518518
2856,Chef Curry Cooks Up A New NBA Record,2015-16,http://global.nba.com/news/chef-curry-cooks-up-a-new-nba-record/,NBA News,Default,Default,Default,0.1777777777777778,0.1777777777777778
2857,Nets Waive Joe Johnson,2015-16,http://global.nba.com/news/nets-waive-joe-johnson/,NBA News,Default,Default,Default,0.0611111111111111,0.06111111111111111
2858,Wizards Sign Forward J.J. Hickson,2015-16,http://global.nba.com/news/wizards-sign-forward-j-j-hickson/,NBA News,Default,Default,Default,0.0625,0.0625
2859,Putting Steph’s Three-Point Shooting Into Historical Perspective,2015-16,http://global.nba.com/news/putting-stephs-three-point-shooting-into-historical-perspective/,NBA News,Default,Default,Default,0.0766045548654244,0.07660455486542443
2860,Blogtable: Would You Build Around Anthony Davis Or Damian Lillard?,2015-16,http://global.nba.com/news/blogtable-would-you-build-around-anthony-davis-or-damian-lillard/,NBA News,Default,Default,Default,0.1080467372134038,0.10804673721340387
2861,Morning Shootaround – Feb. 25: Warriors Continue Splashing Their Way To Victory,2015-16,http://global.nba.com/news/morning-shootaround-feb-25-warriors-continue-splashing-their-way-to-victory/,NBA News,Default,Default,Default,0.1309486691856634,0.13094866918566342
2862,The Thunder Storm Into Dallas And Emerge With A Win,2015-16,http://global.nba.com/news/thunder-at-dallas-mavericks-game-recap-feb-24-2016/,NBA News,Default,Default,Default,0.1567579365079365,0.15675793650793654
2863,Nuggets Clip Los Angeles,2015-16,http://global.nba.com/news/nuggets-clip-los-angeles/,NBA News,Default,Default,Default,0.0368598721539897,0.036859872153989795
2864,"Grizzlies Bid Farewell To Kobe And Defeat Lakers, 128-119",2015-16,http://global.nba.com/news/grizzlies-bid-farewell-to-kobe-and-defeat-lakers-128-119/,NBA News,Default,Default,Default,0.0621269841269841,0.06212698412698411
2865,"Curry Drops 42, Leads Warriors Over Heat",2015-16,http://global.nba.com/news/warriors-118-heat-112-game-recap/,Joe Beguiristain,452,None,None,0.1436889499389499,0.14368894993894993
2866,"Frye Comes Out Firing, Cavs Sting Hornets at The Q",2015-16,http://global.nba.com/news/frye-comes-out-firing-cavs-sting-hornets-at-the-q/,Joe Gabriele,492,None,None,0.1271212121212121,0.1271212121212121
2867,Shorthanded Bulls Beat Wizards 109-104,2015-16,http://global.nba.com/news/shorthanded-bulls-beat-wizards-109-104/,NBA News,Default,Default,Default,0.0684979423868312,0.06849794238683127
2868,Stephen Curry ties NBA record by making 3-pointer in 127 consecutive games,2015-16,http://global.nba.com/news/stephen-curry-ties-nba-record-by-making-3-pointer-in-127-consecutive-games/,NBA News,Default,Default,Default,0.0,0.0
2869,Paul George Powers Pacers Past Knicks,2015-16,http://global.nba.com/news/nyk-105-ind-108-knicks-fall-in-final-seconds/,Charlie Widdoes,21,None,None,0.1491414141414141,0.14914141414141413
2870,Heat To Make Determination On Bosh,2015-16,http://global.nba.com/news/heat-to-make-determination-on-bosh/,NBA News,Default,Default,Default,0.080188246097337,0.080188246097337
2871,Rookie Class Bracing For Ripple Effects From Trade Deadline,2015-16,http://global.nba.com/news/rookie-class-bracing-for-ripple-effects-from-trade-deadline-2/,NBA News,Default,Default,Default,0.0752417794970986,0.07524177949709865
2872,Morning Shootaround – Feb. 24,2015-16,http://global.nba.com/news/morning-shootaround-feb-24/,NBA News,Default,Default,Default,0.0414977699068608,0.04149776990686081
2873,Nuggets Fall Four Points Short to Kings,2015-16,http://global.nba.com/news/nuggets-fall-four-points-short-to-kings/,NBA News,Default,Default,Default,0.0981481481481481,0.09814814814814815
2874,"Game Recap: Magic 124, Sixers 115",2015-16,http://global.nba.com/news/game-recap-magic-124-sixers-115/,Brian Seltzer,780,None,None,0.1713139500373543,0.17131395003735436
2875,"Postgame: Wizards 109, Pelicans 89",2015-16,http://global.nba.com/news/postgame-wizards-109-pelicans-89/,Jim Eichenhofer,2565,21361,44563,0.028548581048581,0.028548581048581045
2876,Game Preview: Warriors at Heat – 2/24/16,2015-16,http://global.nba.com/news/game-preview-warriors-at-heat-22516/,NBA News,Default,Default,Default,0.074074586350371,0.07407458635037109
2877,"Game Preview: Cousins, Kings To Meet Nuggets For 2nd Time in Five Days",2015-16,http://global.nba.com/news/nuggets-vs-kings-preview/,NBA News,Default,Default,Default,0.0976173590003377,0.09761735900033774
2878,"Jazz, Rockets to Battle for Playoff Position Tonight",2015-16,http://global.nba.com/news/jazz-rockets-to-battle-for-playoff-position-tonight/,Matt Payne,None,None,None,-0.0801929392446633,-0.08019293924466339
2879,Marc Gasol Undergoes Successful Surgery on Foot; Will Miss Rest of Season,2015-16,http://global.nba.com/news/marc-gasol-injury-update-2/,NBA News,Default,Default,Default,0.1952380952380952,0.19523809523809524
2880,Top 10 Statistical Games For Anthony Davis,2015-16,http://global.nba.com/news/top-10-statistical-games-for-anthony-davis/,NBA News,Default,Default,Default,0.0529473304473304,0.05294733044733045
2881,"Record Aside, Thunder Must Prove Contending Chops",2015-16,http://global.nba.com/news/record-aside-thunder-must-prove-contending-chops/,Fran Blinebury,None,None,None,0.0610485731373889,0.06104857313738892
2882,Clippers Blow Out Suns In Most Lopsided Victory Of Year,2015-16,http://global.nba.com/news/clippers-blow-out-suns-in-most-lopsided-victory-of-year/,NBA News,Default,Default,Default,0.0019713261648745,0.001971326164874554
2883,Celts Can’t Stop Towns in Minnesota,2015-16,http://global.nba.com/news/celts-cant-stop-towns-in-minnesota/,NBA News,Default,Default,Default,0.1211365079365079,0.12113650793650793
2884,Giannis’ Triple-Double Too Much for Lakers,2015-16,http://global.nba.com/news/giannis-triple-double-too-much-for-lakers/,Joey Ramirez,None,None,None,0.1073323651656984,0.10733236516569848
2885,Wiggins And Wolves Outlast Celtics In Wild Affair,2015-16,http://global.nba.com/news/keys-to-the-game-timberwolves-124-celtics-122/,NBA News,Default,Default,Default,0.1126697931697931,0.11266979316979318
