,name,minutes_played,games_played,points,team,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,personal_fouls,positions,slug,steals,turnovers
192,Paul George,2891,79,1734,OKLAHOMA CITY THUNDER,27,263,1340,411,609,39,375,79,576,338,244,72,233,['SMALL FORWARD'],georgpa01,161,212
360,CJ McCollum,2923,81,1732,PORTLAND TRAIL BLAZERS,26,272,1505,250,476,35,268,81,667,209,189,53,168,['SHOOTING GUARD'],mccolcj01,77,151
375,Khris Middleton,2982,82,1652,MILWAUKEE BUCKS,26,328,1272,362,407,21,384,82,593,320,146,45,270,['SMALL FORWARD'],middlkh01,119,191
383,Donovan Mitchell,2638,79,1616,UTAH JAZZ,21,291,1362,297,550,27,244,71,595,239,187,52,213,['SHOOTING GUARD'],mitchdo01,118,215
246,Jrue Holiday,2927,81,1537,NEW ORLEANS PELICANS,27,486,1244,238,356,64,303,81,615,187,120,62,201,['SHOOTING GUARD'],holidjr01,123,213
267,Kyrie Irving,1931,60,1466,BOSTON CELTICS,25,306,1087,261,407,17,194,60,534,232,166,33,122,['POINT GUARD'],irvinky01,65,140
536,Klay Thompson,2506,73,1461,GOLDEN STATE WARRIORS,27,185,1179,98,521,34,246,73,575,82,229,31,117,['SHOOTING GUARD'],thompkl01,55,128
32,Harrison Barnes,2634,77,1452,DALLAS MAVERICKS,25,152,1208,313,333,14,391,77,537,259,119,77,94,['POWER FORWARD'],barneha02,49,118
575,Andrew Wiggins,2979,82,1452,MINNESOTA TIMBERWOLVES,22,160,1300,314,338,51,276,82,569,202,112,82,163,['SMALL FORWARD'],wiggian01,91,138
162,Joel Embiid,1912,63,1445,PHILADELPHIA 76ERS,23,199,1056,467,214,111,547,63,510,359,66,143,209,['CENTER'],embiijo01,40,234
295,Nikola Jokić,2443,75,1385,DENVER NUGGETS,22,458,1010,313,280,61,608,73,504,266,111,195,212,['CENTER'],jokicni01,90,210
405,Jamal Murray,2565,81,1352,DENVER NUGGETS,20,274,1062,253,436,28,215,80,479,229,165,82,173,['POINT GUARD'],murraja01,79,172
256,Dwight Howard,2463,81,1347,CHARLOTTE HORNETS,32,105,911,582,7,131,757,81,506,334,1,255,249,['CENTER'],howardw01,48,208
133,Stephen Curry,1631,51,1346,GOLDEN STATE WARRIORS,29,310,864,302,501,8,225,51,428,278,212,36,114,['POINT GUARD'],curryst01,80,153
61,Devin Booker,1865,54,1346,PHOENIX SUNS,21,253,1054,329,384,14,218,54,455,289,147,26,168,['SHOOTING GUARD'],bookede01,47,194
86,Jimmy Butler,2164,59,1307,MINNESOTA TIMBERWOLVES,28,288,921,425,200,24,235,59,437,363,70,79,78,['SHOOTING GUARD'],butleji01,116,108
496,Dennis Schröder,2078,67,1301,ATLANTA HAWKS,24,417,1146,265,262,6,164,67,500,225,76,44,147,['POINT GUARD'],schrode01,72,183
151,Goran Dragić,2378,75,1296,MIAMI HEAT,31,359,1075,271,300,12,252,75,484,217,111,54,180,['POINT GUARD'],dragigo01,63,166
505,Ben Simmons,2732,81,1279,PHILADELPHIA 76ERS,21,661,998,341,11,70,514,81,544,191,0,145,211,['POINT GUARD'],simmobe01,140,278
563,T.J. Warren,2142,65,1271,PHOENIX SUNS,24,85,1063,255,90,41,208,65,529,193,20,125,149,['SMALL FORWARD'],warretj01,65,85
33,Will Barton,2683,81,1268,DENVER NUGGETS,27,331,1028,226,422,52,339,40,465,182,156,70,168,['SHOOTING GUARD'],bartowi01,82,149
342,Kyle Lowry,2510,78,1267,TORONTO RAPTORS,31,537,944,261,596,19,368,78,403,223,238,66,192,['POINT GUARD'],lowryky01,85,183
55,Eric Bledsoe,2239,71,1266,MILWAUKEE BUCKS,28,361,949,303,347,40,229,71,452,241,121,48,179,['POINT GUARD'],bledser01,145,206
16,Carmelo Anthony,2501,78,1261,OKLAHOMA CITY THUNDER,33,103,1168,193,474,49,386,78,472,148,169,67,197,['POWER FORWARD'],anthoca01,47,99
189,Marc Gasol,2408,73,1258,MEMPHIS GRIZZLIES,33,305,1033,337,320,101,514,73,434,281,109,78,185,['CENTER'],gasolma01,54,194
199,Eric Gordon,2154,69,1243,HOUSTON ROCKETS,29,154,970,241,608,27,145,30,415,195,218,25,116,['SHOOTING GUARD'],gordoer01,44,130
316,Kyle Kuzma,2401,77,1242,LOS ANGELES LAKERS,22,141,1039,208,434,34,395,37,468,147,159,88,160,['POWER FORWARD'],kuzmaky01,49,140
123,DeMarcus Cousins,1737,48,1210,NEW ORLEANS PELICANS,27,257,864,394,294,76,512,48,406,294,104,105,183,['CENTER'],couside01,79,242
474,J.J. Redick,2116,70,1198,PHILADELPHIA 76ERS,33,210,879,218,460,6,169,70,404,197,193,9,123,['SHOOTING GUARD'],redicjj01,35,103
154,Andre Drummond,2625,78,1171,DETROIT PISTONS,24,237,881,395,11,127,848,78,466,239,0,399,250,['CENTER'],drumman01,114,200
219,Gary Harris,2304,67,1170,DENVER NUGGETS,23,194,908,162,394,15,139,65,440,134,156,37,119,['SHOOTING GUARD'],harriga01,122,119
465,Taurean Prince,2464,82,1158,ATLANTA HAWKS,23,214,975,180,457,42,339,82,415,152,176,50,168,['SMALL FORWARD'],princta02,85,191
58,Bojan Bogdanović,2464,80,1141,INDIANA PACERS,28,119,852,205,386,8,240,80,404,178,155,30,129,['SMALL FORWARD'],bogdabo02,55,106
459,Otto Porter Jr.,2432,77,1134,WASHINGTON WIZARDS,24,157,885,128,313,41,389,77,445,106,138,103,151,['SMALL FORWARD'],porteot01,116,75
524,Jayson Tatum,2443,80,1112,BOSTON CELTICS,19,128,835,258,242,58,352,80,397,213,105,50,170,['SMALL FORWARD'],tatumja01,83,114
461,Kristaps Porziņģis,1553,48,1088,NEW YORK KNICKS,22,57,889,275,228,115,254,48,390,218,90,62,141,['POWER FORWARD'],porzikr01,36,93
444,Chris Paul,1847,58,1081,HOUSTON ROCKETS,32,457,798,221,379,14,276,58,367,203,144,37,141,['POINT GUARD'],paulch01,96,128
2,Steven Adams,2487,76,1056,OKLAHOMA CITY THUNDER,24,88,712,286,2,78,301,76,448,160,0,384,215,['CENTER'],adamsst01,92,128
478,Josh Richardson,2689,81,1045,MIAMI HEAT,24,231,885,142,336,75,216,81,399,120,127,69,199,['SMALL FORWARD'],richajo01,121,140
198,Aaron Gordon,1909,58,1022,ORLANDO MAGIC,22,136,865,225,342,45,370,57,375,157,115,87,111,['POWER FORWARD'],gordoaa01,59,107
391,E'Twaun Moore,2586,82,1022,NEW ORLEANS PELICANS,28,187,832,68,301,12,181,80,423,48,128,57,182,['SHOOTING GUARD'],mooreet01,79,102
77,Jaylen Brown,2152,70,1017,BOSTON CELTICS,21,114,803,233,306,26,280,70,373,150,121,66,181,['SHOOTING GUARD'],brownja02,70,124
180,Evan Fournier,1837,57,1013,ORLANDO MAGIC,25,165,802,173,335,16,157,57,368,150,127,23,138,['SMALL FORWARD'],fournev01,47,95
168,Tyreke Evans,1607,52,1010,MEMPHIS GRIZZLIES,28,269,809,209,286,17,221,32,366,164,114,44,96,['POINT GUARD'],evansty01,57,117
124,Robert Covington,2532,80,1009,PHILADELPHIA 76ERS,27,156,836,136,550,72,378,80,345,116,203,55,238,['SMALL FORWARD'],covinro01,137,126
195,Taj Gibson,2726,82,999,MINNESOTA TIMBERWOLVES,32,99,737,185,35,59,390,82,425,142,7,194,218,['POWER FORWARD'],gibsota01,62,89
213,Tim Hardaway Jr.,1885,57,996,NEW YORK KNICKS,25,155,856,179,410,10,192,54,360,146,130,32,123,['SHOOTING GUARD'],hardati02,62,92
526,Jeff Teague,2311,70,994,MINNESOTA TIMBERWOLVES,29,492,794,239,228,23,185,70,354,202,84,24,171,['POINT GUARD'],teaguje01,102,177
91,Kentavious Caldwell-Pope,2458,74,992,LOS ANGELES LAKERS,24,162,798,194,415,16,327,74,340,153,159,60,145,['SHOOTING GUARD'],caldwke01,106,97
598,Thaddeus Young,2607,81,955,INDIANA PACERS,29,152,864,92,181,36,328,81,421,55,58,184,175,['POWER FORWARD'],youngth01,135,105
266,Brandon Ingram,1975,59,949,LOS ANGELES LAKERS,20,230,761,282,105,43,257,59,358,192,41,57,163,['SMALL FORWARD'],ingrabr01,45,149
264,Joe Ingles,2578,82,940,UTAH JAZZ,30,392,718,83,464,20,320,81,335,66,204,24,178,['SMALL FORWARD'],inglejo01,90,159
302,DeAndre Jordan,2424,77,927,LOS ANGELES CLIPPERS,29,117,578,312,0,71,842,77,373,181,0,329,203,['CENTER'],jordade01,39,137
254,Al Horford,2277,72,927,BOSTON CELTICS,31,339,753,120,226,78,427,72,368,94,97,103,138,['CENTER'],horfoal01,43,132
481,Austin Rivers,2057,61,920,LOS ANGELES CLIPPERS,25,242,805,159,360,16,118,59,341,102,136,27,152,['SHOOTING GUARD'],riverau01,74,109
325,Courtney Lee,2310,76,913,NEW YORK KNICKS,32,180,755,124,278,17,194,69,343,114,113,30,109,['SHOOTING GUARD'],leeco01,80,84
247,Justin Holiday,2265,72,876,CHICAGO BULLS,28,153,782,164,449,31,260,72,290,135,161,31,134,['SHOOTING GUARD'],holidju01,80,93
221,Tobias Harris,1563,48,868,DETROIT PISTONS,25,94,709,136,276,15,208,48,320,115,113,36,91,['POWER FORWARD'],harrito02,34,51
356,Wesley Matthews,2131,63,802,DALLAS MAVERICKS,31,172,697,101,402,16,170,62,283,83,153,28,140,['SMALL FORWARD'],matthwe02,76,83
559,John Wall,1410,41,797,WASHINGTON WIZARDS,27,393,667,241,167,45,128,41,280,175,62,22,80,['POINT GUARD'],walljo01,57,158
19,Trevor Ariza,2269,67,782,HOUSTON ROCKETS,32,105,651,89,462,13,261,67,268,76,170,33,132,['SMALL FORWARD'],arizatr01,98,52
206,Draymond Green,2287,70,773,GOLDEN STATE WARRIORS,27,508,619,173,256,91,460,70,281,134,77,75,185,['POWER FORWARD'],greendr01,95,202
197,Rudy Gobert,1816,56,756,UTAH JAZZ,25,80,444,299,0,129,436,56,276,204,0,165,153,['CENTER'],goberru01,44,107
210,Blake Griffin,1139,33,746,LOS ANGELES CLIPPERS,28,179,578,219,187,9,216,33,255,172,64,46,78,['POWER FORWARD'],griffbl01,30,99
34,Nicolas Batum,1981,64,740,CHARLOTTE HORNETS,29,349,650,130,274,23,249,64,270,108,92,57,72,['SHOOTING GUARD'],batumni01,65,131
104,Wilson Chandler,2346,74,738,DENVER NUGGETS,30,159,631,114,246,39,296,71,281,88,88,102,156,['SMALL FORWARD'],chandwi01,43,92
10,Al-Farouq Aminu,2072,69,644,PORTLAND TRAIL BLAZERS,27,84,582,80,339,40,428,67,230,59,125,97,136,['POWER FORWARD'],aminual01,79,79
222,Tobias Harris,1105,32,618,LOS ANGELES CLIPPERS,25,98,512,80,169,20,171,32,242,64,70,22,73,['POWER FORWARD'],harrito02,37,54
66,Avery Bradley,1268,40,601,DETROIT PISTONS,27,83,570,80,194,7,75,40,233,61,74,19,80,['SHOOTING GUARD'],bradlav01,46,93
380,Paul Millsap,1143,38,555,DENVER NUGGETS,32,105,435,161,113,44,180,37,202,112,39,65,99,['POWER FORWARD'],millspa01,39,73
30,Lonzo Ball,1780,52,528,LOS ANGELES LAKERS,20,376,564,71,295,43,291,50,203,32,90,69,117,['POINT GUARD'],balllo01,88,136
211,Blake Griffin,831,25,496,DETROIT PISTONS,28,155,418,111,135,9,139,25,181,87,47,27,61,['POWER FORWARD'],griffbl01,11,66
557,Dion Waiters,918,30,429,MIAMI HEAT,26,113,410,69,170,9,69,30,163,51,52,8,61,['SHOOTING GUARD'],waitedi01,23,70
187,Danilo Gallinari,671,21,321,LOS ANGELES CLIPPERS,29,41,256,87,111,10,92,21,102,81,36,9,30,['SMALL FORWARD'],gallida01,12,26
117,Mike Conley,373,12,205,MEMPHIS GRIZZLIES,30,49,168,66,77,3,27,12,64,53,24,0,24,['POINT GUARD'],conlemi01,12,18
47,Patrick Beverley,334,11,134,LOS ANGELES CLIPPERS,29,32,119,17,60,5,29,11,48,14,24,16,34,['SHOOTING GUARD'],beverpa01,19,25
265,Andre Ingram,64,2,24,LOS ANGELES LAKERS,32,7,17,3,9,3,5,0,8,3,5,1,3,['SHOOTING GUARD'],ingraan01,3,3
271,Aaron Jackson,35,1,8,HOUSTON ROCKETS,31,1,9,2,4,0,1,0,3,1,1,2,4,['POINT GUARD'],jacksaa01,0,1
