,name,minutes_played,games_played,points,team,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,personal_fouls,positions,slug,steals,turnovers
112,Anthony Davis,2164,61,1481,NEW ORLEANS PELICANS,22,116,1136,430,108,125,497,61,560,326,35,130,148,['CENTER'],davisan02,78,121
385,Chris Paul,2420,74,1446,LOS ANGELES CLIPPERS,30,738,1114,328,329,13,271,74,515,294,122,39,185,['POINT GUARD'],paulch01,152,194
334,Khris Middleton,2852,79,1434,MILWAUKEE BUCKS,24,331,1142,312,361,19,258,79,507,277,143,44,204,['SHOOTING GUARD'],middlkh01,131,180
492,Dwyane Wade,2258,74,1409,MIAMI HEAT,34,344,1183,406,44,42,220,73,540,322,7,82,116,['SHOOTING GUARD'],wadedw01,79,203
74,Jimmy Butler,2474,67,1399,CHICAGO BULLS,26,321,1035,475,205,43,279,67,470,395,64,79,124,['SHOOTING GUARD'],butleji01,110,132
341,Paul Millsap,2647,81,1385,ATLANTA HAWKS,30,265,1066,408,232,139,534,81,501,309,74,198,237,['POWER FORWARD'],millspa01,147,191
369,Dirk Nowitzki,2364,75,1372,DALLAS MAVERICKS,37,132,1112,280,342,52,437,75,498,250,126,52,161,['POWER FORWARD'],nowitdi01,52,84
19,Giannis Antetokounmpo,2823,80,1350,MILWAUKEE BUCKS,21,345,1013,409,109,113,499,79,513,296,28,113,258,['POINT GUARD'],antetgi01,94,208
6,LaMarcus Aldridge,2261,74,1331,SAN ANTONIO SPURS,30,110,1045,302,16,81,456,74,536,259,0,176,151,['POWER FORWARD'],aldrila01,38,99
126,Andre Drummond,2666,81,1314,DETROIT PISTONS,22,67,1060,586,6,112,803,81,552,208,2,395,245,['CENTER'],drumman01,119,155
227,Al Horford,2631,82,1249,ATLANTA HAWKS,29,263,1048,129,256,121,448,82,529,103,88,148,163,['CENTER'],horfoal01,68,107
302,Kevin Love,2424,77,1234,CLEVELAND CAVALIERS,27,186,977,314,439,41,613,77,409,258,158,149,159,['POWER FORWARD'],loveke01,58,142
92,Jordan Clarkson,2552,79,1225,LOS ANGELES LAKERS,23,192,1098,204,320,7,220,79,475,164,111,93,168,['SHOOTING GUARD'],clarkjo01,88,135
148,Evan Fournier,2566,79,1213,ORLANDO MAGIC,23,213,929,238,390,2,192,71,429,199,156,33,214,['SMALL FORWARD'],fournev01,96,133
163,Rudy Gay,2379,70,1204,SACRAMENTO KINGS,29,120,1007,254,215,51,353,70,466,198,74,103,184,['SMALL FORWARD'],gayru01,100,139
162,Pau Gasol,2291,72,1187,CHICAGO BULLS,35,294,995,289,69,146,638,72,467,229,24,155,148,['CENTER'],gasolpa01,42,164
490,Nikola Vučević,2037,65,1181,ORLANDO MAGIC,25,179,1046,150,9,70,402,60,533,113,2,174,173,['CENTER'],vucevni01,53,123
60,Avery Bradley,2536,76,1155,BOSTON CELTICS,25,158,1019,123,407,19,172,72,456,96,147,48,164,['SHOOTING GUARD'],bradlav01,117,109
375,Victor Oladipo,2379,72,1153,ORLANDO MAGIC,23,282,970,247,282,54,297,52,425,205,98,48,174,['SHOOTING GUARD'],oladivi01,116,153
226,Rodney Hood,2541,79,1149,UTAH JAZZ,23,213,972,200,449,16,229,79,408,172,161,38,202,['SHOOTING GUARD'],hoodro01,73,125
348,Marcus Morris,2856,80,1131,DETROIT PISTONS,26,201,945,271,298,23,313,80,410,203,108,91,170,['SMALL FORWARD'],morrima03,67,140
178,Draymond Green,2808,81,1131,GOLDEN STATE WARRIORS,25,598,819,329,258,113,635,81,401,229,100,134,240,['POWER FORWARD'],greendr01,119,259
18,Ryan Anderson,2008,66,1124,NEW ORLEANS PELICANS,27,73,929,228,358,25,265,7,397,199,131,131,109,['POWER FORWARD'],anderry01,38,90
135,Monta Ellis,2734,81,1121,INDIANA PACERS,30,383,1021,206,282,37,229,81,436,162,87,42,174,['SHOOTING GUARD'],ellismo01,150,203
78,Kentavious Caldwell-Pope,2789,76,1105,DETROIT PISTONS,22,138,960,228,369,17,212,76,403,185,114,70,167,['SHOOTING GUARD'],caldwke01,110,105
525,Thaddeus Young,2407,73,1102,BROOKLYN NETS,27,136,963,163,30,37,484,73,495,105,7,176,182,['POWER FORWARD'],youngth01,112,136
418,Derrick Rose,2097,66,1080,CHICAGO BULLS,27,311,1048,179,150,14,179,66,447,142,44,46,84,['POINT GUARD'],rosede01,44,175
380,Jabari Parker,2408,76,1070,MILWAUKEE BUCKS,20,130,899,228,35,29,272,72,443,175,9,123,154,['POWER FORWARD'],parkeja01,69,116
39,Nicolas Batum,2448,70,1046,CHARLOTTE HORNETS,27,403,873,192,399,43,373,70,372,163,139,55,114,['SMALL FORWARD'],batumni01,65,205
241,Kyrie Irving,1667,53,1041,CLEVELAND CAVALIERS,23,249,879,191,262,18,113,53,394,169,84,44,107,['POINT GUARD'],irvinky01,56,124
105,Jae Crowder,2308,73,1038,BOSTON CELTICS,25,135,813,239,363,35,303,73,360,196,122,70,198,['SMALL FORWARD'],crowdja01,126,83
158,Danilo Gallinari,1839,53,1036,DENVER NUGGETS,27,135,700,432,239,19,229,53,287,375,87,52,87,['SMALL FORWARD'],gallida01,42,77
24,Trevor Ariza,2859,81,1025,HOUSTON ROCKETS,30,188,859,161,499,26,299,81,357,126,185,67,177,['SMALL FORWARD'],arizatr01,160,113
125,Goran Dragić,2363,72,1018,MIAMI HEAT,29,419,875,165,205,17,223,72,417,120,64,54,188,['POINT GUARD'],dragigo01,71,185
278,Brandon Knight,1870,52,1018,PHOENIX SUNS,24,263,895,183,351,20,166,50,371,156,120,36,124,['SHOOTING GUARD'],knighbr03,61,177
145,Derrick Favors,1983,62,1016,UTAH JAZZ,24,94,811,254,4,91,334,59,418,180,0,169,150,['POWER FORWARD'],favorde01,74,104
173,Marcin Gortat,2256,75,1012,WASHINGTON WIZARDS,31,106,764,207,1,96,519,74,433,146,0,222,193,['CENTER'],gortama01,47,121
59,Chris Bosh,1778,53,1010,MIAMI HEAT,31,128,767,268,222,34,342,53,358,213,81,48,101,['POWER FORWARD'],boshch01,36,78
235,Serge Ibaka,2500,78,983,OKLAHOMA CITY THUNDER,26,66,869,121,184,148,392,78,416,91,60,141,211,['POWER FORWARD'],ibakase01,38,108
268,DeAndre Jordan,2598,77,980,LOS ANGELES CLIPPERS,27,90,508,619,1,177,792,77,357,266,0,267,207,['CENTER'],jordade01,51,107
314,Wesley Matthews,2644,78,977,DALLAS MAVERICKS,29,151,854,146,525,17,211,78,331,126,189,27,179,['SMALL FORWARD'],matthwe02,78,78
228,Dwight Howard,2280,71,976,HOUSTON ROCKETS,30,98,600,474,6,113,597,71,372,232,0,238,219,['CENTER'],howardw01,69,166
43,Bradley Beal,1708,55,958,WASHINGTON WIZARDS,22,162,799,176,271,11,147,35,359,135,105,41,117,['SHOOTING GUARD'],bealbr01,54,112
443,J.R. Smith,2362,77,955,CLEVELAND CAVALIERS,30,130,850,71,510,21,174,77,353,45,204,43,204,['SHOOTING GUARD'],smithjr01,81,59
197,Gary Harris,2439,76,932,DENVER NUGGETS,21,147,765,133,297,18,166,76,359,109,105,54,143,['SHOOTING GUARD'],harriga01,97,98
374,Jahlil Okafor,1591,53,928,PHILADELPHIA 76ERS,20,65,781,194,6,61,251,48,397,133,1,122,140,['CENTER'],okafoja01,22,124
509,Deron Williams,2106,65,918,DALLAS MAVERICKS,31,378,775,206,282,14,171,63,321,179,97,19,155,['POINT GUARD'],willide01,61,150
119,Luol Deng,2394,74,911,MIAMI HEAT,30,140,745,192,256,29,335,73,339,145,88,108,122,['POWER FORWARD'],denglu01,74,81
3,Arron Afflalo,2371,71,909,NEW YORK KNICKS,30,144,799,131,238,10,243,57,354,110,91,23,142,['SHOOTING GUARD'],afflaar01,25,82
213,George Hill,2524,74,894,INDIANA PACERS,29,259,739,150,314,17,240,73,326,114,128,58,149,['POINT GUARD'],hillge01,83,101
354,Emmanuel Mudiay,2068,68,872,DENVER NUGGETS,19,372,905,209,232,35,200,66,329,140,74,32,141,['POINT GUARD'],mudiaem01,65,217
395,Otto Porter Jr.,2276,75,871,WASHINGTON WIZARDS,22,120,717,126,267,32,294,73,339,95,98,97,163,['SMALL FORWARD'],porteot01,105,70
161,Marc Gasol,1791,52,861,MEMPHIS GRIZZLIES,31,196,707,245,3,70,304,52,328,203,2,58,141,['CENTER'],gasolma01,50,118
417,Rajon Rondo,2537,72,859,SACRAMENTO KINGS,29,839,782,150,170,10,358,72,355,87,62,77,175,['POINT GUARD'],rondora01,141,278
96,Mike Conley,1761,56,857,MEMPHIS GRIZZLIES,28,342,696,229,215,16,138,56,294,191,78,26,100,['POINT GUARD'],conlemi01,67,84
35,Harrison Barnes,2042,66,774,GOLDEN STATE WARRIORS,23,117,633,134,214,10,248,59,295,102,82,77,136,['SMALL FORWARD'],barneha02,41,57
421,Ricky Rubio,2323,76,766,MINNESOTA TIMBERWOLVES,25,658,586,314,190,10,286,76,219,266,62,40,201,['POINT GUARD'],rubiori01,162,193
185,Blake Griffin,1170,35,749,LOS ANGELES CLIPPERS,26,170,603,194,18,17,243,35,301,141,6,51,95,['POWER FORWARD'],griffbl01,28,83
279,Kyle Korver,2401,80,739,ATLANTA HAWKS,34,164,616,54,397,35,246,80,268,45,158,14,161,['SHOOTING GUARD'],korveky01,60,98
442,Ish Smith,1622,50,733,PHILADELPHIA 76ERS,27,348,739,133,137,18,184,50,299,89,46,29,95,['POINT GUARD'],smithis01,64,130
172,Eric Gordon,1481,45,686,NEW ORLEANS PELICANS,27,121,552,125,294,14,89,44,231,111,113,10,98,['SHOOTING GUARD'],gordoer01,43,73
256,Joe Johnson,1934,57,671,BROOKLYN NETS,34,232,608,108,229,2,190,57,247,92,85,34,100,['SMALL FORWARD'],johnsjo02,40,116
199,Tobias Harris,1610,49,669,ORLANDO MAGIC,23,99,541,153,151,28,271,49,251,120,47,71,91,['POWER FORWARD'],harrito02,47,78
478,P.J. Tucker,2540,82,652,PHOENIX SUNS,30,177,582,142,206,20,347,80,239,106,68,165,202,['SMALL FORWARD'],tuckepj01,106,111
53,Eric Bledsoe,1059,31,632,PHOENIX SUNS,26,190,492,172,129,19,107,31,223,138,48,18,75,['POINT GUARD'],bledser01,63,110
83,Michael Carter-Williams,1649,54,623,MILWAUKEE BUCKS,24,281,555,162,55,41,228,37,251,106,15,48,162,['POINT GUARD'],cartemi01,80,153
168,Rudy Gobert,1932,61,557,UTAH JAZZ,23,91,354,283,0,135,460,60,198,161,0,208,163,['CENTER'],goberru01,45,114
200,Tobias Harris,903,27,447,DETROIT PISTONS,23,70,348,90,88,12,143,25,166,82,33,25,62,['POWER FORWARD'],harrito02,18,30
242,Jarrett Jack,1027,32,411,BROOKLYN NETS,32,236,358,112,102,7,127,32,140,100,31,9,77,['POINT GUARD'],jackja01,34,94
141,Tyreke Evans,765,25,379,NEW ORLEANS PELICANS,26,164,314,93,85,8,109,25,136,74,33,20,66,['SHOOTING GUARD'],evansty01,32,73
306,Shelvin Mack,879,28,355,UTAH JAZZ,25,149,320,49,98,3,95,27,142,36,35,11,65,['POINT GUARD'],macksh01,26,81
257,Joe Johnson,769,24,321,MIAMI HEAT,34,86,251,34,84,2,53,24,130,26,35,15,46,['SMALL FORWARD'],johnsjo02,21,43
81,DeMarre Carroll,786,26,286,TORONTO RAPTORS,29,27,270,50,118,6,91,22,105,30,46,31,63,['SMALL FORWARD'],carrode01,44,28
289,Courtney Lee,845,28,250,CHARLOTTE HORNETS,30,60,220,26,79,12,77,28,98,23,31,10,55,['SHOOTING GUARD'],leeco01,33,23
138,James Ennis III,282,9,143,NEW ORLEANS PELICANS,25,18,100,24,50,3,18,5,50,19,24,17,26,['SMALL FORWARD'],ennisja01,12,17
264,Dahntay Jones,42,1,13,CLEVELAND CAVALIERS,35,2,14,0,2,2,4,0,6,0,1,1,6,['SMALL FORWARD'],jonesda02,1,0
