,name,minutes_played,games_played,points,team,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,personal_fouls,positions,slug,steals,turnovers
30,D.J. Augustin,2757,82,1178,CHARLOTTE BOBCATS,23,498,958,297,333,3,187,82,399,269,111,38,152,['POINT GUARD'],augusdj01,54,155
252,Al Horford,2704,77,1178,ATLANTA HAWKS,24,266,921,188,4,80,536,77,513,150,2,182,193,['CENTER'],horfoal01,59,119
250,Jrue Holiday,2901,82,1145,PHILADELPHIA 76ERS,20,531,999,209,222,29,264,82,446,172,81,68,203,['POINT GUARD'],holidjr01,120,218
497,John Wall,2606,69,1131,WASHINGTON WIZARDS,20,574,972,393,115,35,282,64,398,301,34,35,175,['POINT GUARD'],walljo01,121,261
518,Deron Williams,2009,53,1129,UTAH JAZZ,26,514,806,354,258,12,173,53,369,302,89,32,152,['POINT GUARD'],willide01,64,187
539,Nick Young,2034,64,1115,WASHINGTON WIZARDS,25,75,935,228,271,17,148,40,412,186,105,26,144,['SHOOTING GUARD'],youngni01,45,90
118,Mike Conley,2872,81,1107,MEMPHIS GRIZZLIES,23,528,953,247,217,18,215,81,423,181,80,32,182,['POINT GUARD'],conlemi01,144,176
365,Steve Nash,2497,75,1106,PHOENIX SUNS,36,855,811,249,205,4,220,75,399,227,81,40,87,['POINT GUARD'],nashst01,48,265
406,Tayshaun Prince,2562,78,1098,DETROIT PISTONS,30,215,1001,168,98,41,251,78,473,118,34,78,90,['SMALL FORWARD'],princta01,30,82
244,Nenê,2291,75,1091,DENVER NUGGETS,28,149,654,402,5,73,426,75,402,286,1,145,238,['CENTER'],hilarne01,84,134
487,Beno Udrih,2734,79,1086,SACRAMENTO KINGS,28,386,824,228,182,9,224,64,412,197,65,41,181,['POINT GUARD'],udrihbe01,94,141
459,Rodney Stuckey,2183,70,1082,DETROIT PISTONS,24,361,827,381,90,10,146,54,363,330,26,70,177,['POINT GUARD'],stuckro01,76,155
123,Jamal Crawford,2297,76,1077,ATLANTA HAWKS,30,241,874,260,349,14,108,0,368,222,119,22,97,['SHOOTING GUARD'],crawfja01,57,145
62,Andray Blatche,2172,64,1076,WASHINGTON WIZARDS,24,144,957,283,18,51,343,63,426,220,4,183,182,['POWER FORWARD'],blatcan01,98,172
197,Rudy Gay,2152,54,1069,MEMPHIS GRIZZLIES,24,153,869,241,144,58,254,54,409,194,57,82,131,['SMALL FORWARD'],gayru01,91,135
194,Kevin Garnett,2220,71,1056,BOSTON CELTICS,34,171,822,217,5,57,548,71,434,187,1,83,148,['POWER FORWARD'],garneke01,95,115
246,Grant Hill,2409,80,1056,PHOENIX SUNS,38,200,825,257,114,35,261,80,399,213,45,77,184,['SMALL FORWARD'],hillgr01,64,134
68,Carlos Boozer,1882,59,1033,CHICAGO BULLS,29,145,845,244,0,18,435,59,431,171,0,130,186,['CENTER'],boozeca01,45,149
346,Andre Miller,2650,81,1029,PORTLAND TRAIL BLAZERS,34,566,844,292,37,12,205,81,388,249,4,97,171,['POINT GUARD'],millean02,114,197
429,John Salmons,2554,73,1024,MILWAUKEE BUCKS,31,252,898,240,219,28,239,70,373,195,83,27,157,['SHOOTING GUARD'],salmojo01,72,137
278,Brandon Jennings,2169,63,1019,MILWAUKEE BUCKS,21,305,926,246,303,21,192,61,361,199,98,42,131,['POINT GUARD'],jennibr01,95,146
168,Tyreke Evans,2107,57,1012,SACRAMENTO KINGS,21,319,933,266,148,30,229,53,382,205,43,46,143,['SHOOTING GUARD'],evansty01,85,184
321,Kyle Lowry,2563,75,1011,HOUSTON ROCKETS,24,500,809,251,343,23,220,71,345,192,129,89,207,['POINT GUARD'],lowryky01,102,158
271,Antawn Jamison,1842,56,1010,CLEVELAND CAVALIERS,34,93,876,234,263,30,289,38,374,171,91,86,137,['POWER FORWARD'],jamisan01,50,77
367,Jameer Nelson,2319,76,997,ORLANDO MAGIC,28,456,838,162,297,3,189,76,374,130,119,37,209,['POINT GUARD'],nelsoja01,75,194
46,Nicolas Batum,2522,80,990,PORTLAND TRAIL BLAZERS,22,123,807,164,342,49,252,67,367,138,118,109,194,['SMALL FORWARD'],batumni01,68,83
185,Channing Frye,2541,77,976,PHOENIX SUNS,27,96,829,107,439,79,448,64,358,89,171,65,272,['POWER FORWARD'],fryech01,46,73
195,Marc Gasol,2586,81,951,MEMPHIS GRIZZLIES,26,200,691,294,7,136,415,81,364,220,3,154,265,['CENTER'],gasolma01,74,146
260,Andre Iguodala,2469,67,945,PHILADELPHIA 76ERS,27,422,759,300,181,38,326,67,338,208,61,61,109,['SMALL FORWARD'],iguodan01,101,138
141,Boris Diaw,2778,82,924,CHARLOTTE BOBCATS,28,337,774,123,226,46,309,82,381,84,78,105,190,['POWER FORWARD'],diawbo01,74,166
174,Raymond Felton,2074,54,923,NEW YORK KNICKS,26,488,801,181,268,11,154,54,339,157,88,40,113,['POINT GUARD'],feltora01,97,176
275,Richard Jefferson,2459,81,891,SAN ANTONIO SPURS,30,107,642,195,307,34,256,81,304,148,135,54,164,['SMALL FORWARD'],jefferi01,38,93
1,Arron Afflalo,2324,69,867,DENVER NUGGETS,25,168,627,163,248,31,206,69,312,138,105,45,153,['SHOOTING GUARD'],afflaar01,34,71
58,Chauncey Billups,1646,51,840,DENVER NUGGETS,34,271,536,287,238,12,113,51,235,265,105,12,94,['POINT GUARD'],billuch01,52,129
421,Luke Ridnour,2159,71,840,MINNESOTA TIMBERWOLVES,29,384,681,137,184,10,162,66,319,121,81,37,146,['POINT GUARD'],ridnolu01,89,158
107,Wilson Chandler,1759,51,838,NEW YORK KNICKS,23,86,712,119,245,70,241,30,328,96,86,62,152,['SMALL FORWARD'],chandwi01,34,67
65,Andrew Bogut,2297,65,830,MILWAUKEE BUCKS,26,131,742,217,4,168,521,65,367,96,0,199,217,['CENTER'],bogutan01,47,125
23,Trevor Ariza,2600,75,826,NEW ORLEANS HORNETS,25,162,762,197,271,31,347,75,303,138,82,61,180,['SMALL FORWARD'],arizatr01,120,118
229,Devin Harris,1724,54,811,NEW JERSEY NETS,27,411,612,307,110,5,118,54,260,258,33,11,130,['POINT GUARD'],harride01,57,158
178,Landry Fields,2541,82,797,NEW YORK KNICKS,22,155,602,147,219,17,416,81,299,113,86,105,114,['SHOOTING GUARD'],fieldla01,80,107
419,Jason Richardson,1919,55,766,ORLANDO MAGIC,30,111,667,87,331,10,186,55,289,61,127,34,116,['SHOOTING GUARD'],richaja01,66,65
357,Anthony Morrow,1856,58,764,NEW JERSEY NETS,25,68,620,107,260,7,135,47,279,96,110,37,135,['SHOOTING GUARD'],morroan01,19,54
191,Danilo Gallinari,1671,48,764,NEW YORK KNICKS,22,82,509,290,239,18,181,48,211,259,83,48,117,['POWER FORWARD'],gallida01,38,58
299,Andrei Kirilenko,1999,64,750,UTAH JAZZ,29,192,542,270,98,74,227,62,253,208,36,100,113,['SMALL FORWARD'],kirilan01,81,117
499,Gerald Wallace,1872,48,749,CHARLOTTE BOBCATS,28,116,582,284,106,48,322,48,252,210,35,72,120,['SMALL FORWARD'],wallage01,59,100
377,Emeka Okafor,2287,72,745,NEW ORLEANS HORNETS,28,42,524,258,1,127,454,72,300,145,0,230,230,['CENTER'],okafoem01,40,119
216,Jeff Green,1815,49,744,OKLAHOMA CITY THUNDER,24,89,618,181,184,21,217,49,270,148,56,57,142,['POWER FORWARD'],greenje02,40,76
424,Rajon Rondo,2527,68,721,BOSTON CELTICS,24,760,670,132,43,11,210,68,318,75,10,87,120,['POINT GUARD'],rondora01,153,234
19,Carmelo Anthony,977,27,711,NEW YORK KNICKS,26,81,536,188,125,15,140,27,247,164,53,41,90,['SMALL FORWARD'],anthoca01,25,64
91,José Calderón,2102,68,669,TORONTO RAPTORS,29,605,596,103,156,7,172,55,262,88,57,30,143,['POINT GUARD'],caldejo01,81,148
483,Hedo Türkoğlu,1910,56,640,ORLANDO MAGIC,31,285,529,120,213,20,231,56,237,80,86,25,170,['SMALL FORWARD'],turkohe01,54,101
298,Jason Kidd,2653,80,630,DALLAS MAVERICKS,37,655,596,77,391,29,316,80,215,67,133,35,119,['POINT GUARD'],kiddja01,134,179
479,Marcus Thornton,1030,27,574,SACRAMENTO KINGS,23,92,473,118,147,5,91,23,213,95,53,36,60,['SHOOTING GUARD'],thornma01,45,56
138,Carlos Delfino,1590,49,565,MILWAUKEE BUCKS,28,112,513,75,284,8,176,40,200,60,105,24,72,['SMALL FORWARD'],delfica01,76,57
368,Joakim Noah,1576,48,561,CHICAGO BULLS,25,107,402,188,1,72,316,48,211,139,0,182,156,['CENTER'],noahjo01,48,90
53,Raja Bell,2097,68,541,UTAH JAZZ,34,118,467,102,193,14,145,63,191,91,68,31,169,['SHOOTING GUARD'],bellra01,56,63
248,Kirk Hinrich,1471,48,531,WASHINGTON WIZARDS,30,210,438,105,112,10,115,29,198,92,43,14,119,['SHOOTING GUARD'],hinriki01,56,84
44,Shane Battier,1818,59,509,HOUSTON ROCKETS,32,153,408,76,225,71,223,59,186,49,88,58,127,['SMALL FORWARD'],battish01,53,63
418,Jason Richardson,796,25,483,PHOENIX SUNS,30,36,389,72,148,3,78,25,183,55,62,33,46,['SHOOTING GUARD'],richaja01,27,30
125,Jordan Crawford,867,26,423,WASHINGTON WIZARDS,22,102,423,78,101,3,55,18,165,69,24,22,50,['SHOOTING GUARD'],crawfjo02,36,68
59,Chauncey Billups,664,21,368,NEW YORK KNICKS,34,116,258,132,125,2,52,21,104,119,41,13,52,['POINT GUARD'],billuch01,19,48
500,Gerald Wallace,821,23,364,PORTLAND TRAIL BLAZERS,28,57,269,90,80,15,136,15,134,69,27,39,63,['POWER FORWARD'],wallage01,46,52
315,Rashard Lewis,1014,32,364,WASHINGTON WIZARDS,31,63,312,51,124,20,136,27,139,43,43,48,96,['SMALL FORWARD'],lewisra02,30,52
21,Gilbert Arenas,726,21,363,WASHINGTON WIZARDS,29,117,330,67,145,12,64,14,130,56,47,6,76,['POINT GUARD'],arenagi01,30,71
526,Mo Williams,723,22,335,LOS ANGELES CLIPPERS,28,123,268,75,108,0,50,22,113,66,43,6,59,['POINT GUARD'],willima01,20,66
102,Vince Carter,664,22,333,ORLANDO MAGIC,34,64,266,75,78,3,79,22,125,56,27,11,70,['SHOOTING GUARD'],cartevi01,20,36
314,Rashard Lewis,810,25,304,ORLANDO MAGIC,31,29,270,45,120,10,83,25,113,34,44,23,63,['POWER FORWARD'],lewisra02,22,35
489,Anderson Varejão,994,31,282,CLEVELAND CAVALIERS,28,45,216,81,2,38,203,31,114,54,0,98,87,['CENTER'],varejan01,27,40
230,Devin Harris,530,17,268,UTAH JAZZ,27,92,201,95,70,2,34,16,83,77,25,6,33,['POINT GUARD'],harride01,13,49
108,Wilson Chandler,642,21,262,DENVER NUGGETS,23,34,241,42,75,24,92,19,101,34,26,13,47,['SMALL FORWARD'],chandwi01,14,37
175,Raymond Felton,663,21,241,DENVER NUGGETS,26,137,204,60,61,0,67,0,88,37,28,8,37,['SHOOTING GUARD'],feltora01,28,45
192,Danilo Gallinari,433,14,206,DENVER NUGGETS,22,22,131,101,54,9,65,12,54,78,20,11,27,['SMALL FORWARD'],gallida01,13,25
519,Deron Williams,456,12,180,NEW JERSEY NETS,26,153,169,58,59,3,47,12,59,46,16,8,38,['POINT GUARD'],willide01,15,43
