,name,minutes_played,games_played,points,team,age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,personal_fouls,positions,slug,steals,turnovers
323,Kyle Lowry,2414,70,1244,TORONTO RAPTORS,28,473,1043,312,391,13,274,70,430,252,132,54,212,['POINT GUARD'],lowryky01,109,173
322,Kevin Love,2532,75,1228,CLEVELAND CAVALIERS,26,168,952,321,392,39,589,75,413,258,144,142,140,['POWER FORWARD'],loveke01,51,122
362,Paul Millsap,2390,73,1218,ATLANTA HAWKS,29,223,930,337,216,69,431,73,443,255,77,139,201,['POWER FORWARD'],millspa01,130,166
141,DeMar DeRozan,2100,60,1204,TORONTO RAPTORS,25,210,990,434,88,11,236,60,409,361,25,41,122,['SHOOTING GUARD'],derozde01,73,137
171,Derrick Favors,2280,74,1187,UTAH JAZZ,23,112,918,332,6,123,411,74,482,222,1,196,210,['POWER FORWARD'],favorde01,60,121
230,Tobias Harris,2369,68,1164,ORLANDO MAGIC,22,124,949,245,239,36,357,63,442,193,87,73,134,['SMALL FORWARD'],harrito02,69,115
501,Jeff Teague,2228,73,1162,ATLANTA HAWKS,26,513,887,319,207,31,154,72,408,275,71,30,139,['POINT GUARD'],teaguje01,125,205
250,Al Horford,2318,76,1156,ATLANTA HAWKS,28,244,965,141,36,98,413,76,519,107,11,131,121,['CENTER'],horfoal01,68,100
279,Joe Johnson,2791,80,1154,BROOKLYN NETS,33,292,1025,176,337,14,331,80,446,141,121,53,120,['SHOOTING GUARD'],johnsjo02,59,137
307,Ty Lawson,2665,75,1143,DENVER NUGGETS,27,720,926,363,205,9,192,75,404,265,70,42,128,['POINT GUARD'],lawsoty01,92,185
435,Zach Randolph,2304,71,1143,MEMPHIS GRIZZLIES,33,153,932,298,20,14,522,71,454,228,7,225,175,['POWER FORWARD'],randoza01,69,156
153,Andre Drummond,2502,82,1130,DETROIT PISTONS,21,55,961,365,2,153,667,82,494,142,0,437,285,['CENTER'],drumman01,73,120
110,Mike Conley,2225,70,1107,MEMPHIS GRIZZLIES,27,375,882,249,277,14,180,70,393,214,107,29,139,['POINT GUARD'],conlemi01,89,156
365,Greg Monroe,2137,69,1098,DETROIT PISTONS,24,142,853,336,0,34,475,57,423,252,0,229,148,['POWER FORWARD'],monrogr01,78,149
98,Wilson Chandler,2471,78,1085,DENVER NUGGETS,27,134,975,142,406,29,379,75,418,110,139,96,231,['SMALL FORWARD'],chandwi01,58,110
265,Al Jefferson,1992,65,1082,CHARLOTTE HORNETS,30,113,1010,165,5,84,449,61,486,108,2,99,139,['CENTER'],jeffeal01,47,68
536,Kemba Walker,2119,62,1075,CHARLOTTE HORNETS,24,318,981,283,280,31,185,58,378,234,85,35,92,['POINT GUARD'],walkeke02,89,100
64,Avery Bradley,2428,77,1071,BOSTON CELTICS,24,135,1012,100,352,15,195,77,434,79,124,46,177,['SHOOTING GUARD'],bradlav01,82,109
314,Kawhi Leonard,2033,64,1057,SAN ANTONIO SPURS,23,161,822,252,192,48,376,64,394,202,67,85,128,['SMALL FORWARD'],leonaka01,148,97
352,Khris Middleton,2378,79,1055,MILWAUKEE BUCKS,23,182,869,156,268,11,299,58,406,134,109,48,183,['SMALL FORWARD'],middlkh01,122,113
23,Trevor Ariza,2930,82,1048,HOUSTON ROCKETS,29,209,910,143,555,17,382,82,366,122,194,77,186,['SMALL FORWARD'],arizatr01,152,141
87,Kentavious Caldwell-Pope,2587,82,1043,DETROIT PISTONS,21,109,972,158,444,18,209,82,390,110,153,46,161,['SHOOTING GUARD'],caldwke01,93,94
403,Chandler Parsons,2186,66,1037,DALLAS MAVERICKS,26,161,829,193,347,19,259,66,383,139,132,64,140,['SMALL FORWARD'],parsoch01,69,96
19,Giannis Antetokounmpo,2541,81,1030,MILWAUKEE BUCKS,20,207,780,347,44,85,442,71,383,257,7,100,254,['SHOOTING GUARD'],antetgi01,73,173
140,Luol Deng,2421,72,1007,MIAMI HEAT,29,139,787,251,220,22,273,72,369,191,78,103,109,['SMALL FORWARD'],denglu01,65,108
347,Ben McLemore,2670,82,996,SACRAMENTO KINGS,21,140,831,160,391,19,210,82,363,130,140,31,219,['SHOOTING GUARD'],mclembe01,77,138
77,Trey Burke,2288,76,973,UTAH JAZZ,22,328,1005,145,390,15,173,43,370,109,124,31,119,['POINT GUARD'],burketr01,65,124
20,Carmelo Anthony,1428,40,966,NEW YORK KNICKS,30,122,806,237,179,17,192,40,358,189,61,72,87,['SMALL FORWARD'],anthoca01,40,89
44,Bradley Beal,2107,63,962,WASHINGTON WIZARDS,21,194,851,166,259,18,184,59,363,130,106,57,136,['SHOOTING GUARD'],bealbr01,76,123
334,Wesley Matthews,2024,60,956,PORTLAND TRAIL BLAZERS,28,139,752,145,445,10,184,60,337,109,173,38,132,['SHOOTING GUARD'],matthwe02,77,81
287,DeAndre Jordan,2820,82,946,LOS ANGELES CLIPPERS,26,61,534,471,4,183,829,82,379,187,1,397,245,['CENTER'],jordade01,81,109
63,Chris Bosh,1556,44,928,MIAMI HEAT,30,95,745,232,168,25,264,44,343,179,63,46,69,['CENTER'],boshch01,41,95
297,Brandon Knight,1688,52,923,MILWAUKEE BUCKS,23,281,745,194,254,9,195,52,324,171,104,26,93,['POINT GUARD'],knighbr03,84,166
208,Draymond Green,2490,79,921,GOLDEN STATE WARRIORS,24,291,765,200,329,99,533,79,339,132,111,114,253,['POWER FORWARD'],greendr01,123,133
255,Serge Ibaka,2116,64,917,OKLAHOMA CITY THUNDER,25,55,786,110,205,155,364,64,374,92,77,135,194,['POWER FORWARD'],ibakase01,30,97
299,Kyle Korver,2418,75,911,ATLANTA HAWKS,33,196,600,118,449,42,289,75,292,106,221,15,140,['SHOOTING GUARD'],korveky01,52,107
452,Derrick Rose,1530,51,904,CHICAGO BULLS,26,251,835,187,271,16,126,51,338,152,76,35,63,['POINT GUARD'],rosede01,36,161
550,Deron Williams,2114,68,884,BROOKLYN NETS,30,448,771,241,237,17,208,55,298,201,87,29,157,['POINT GUARD'],willide01,64,154
91,DeMarre Carroll,2189,70,883,ATLANTA HAWKS,28,118,653,181,304,17,273,69,318,127,120,99,154,['SMALL FORWARD'],carrode01,94,75
148,Goran Dragić,1735,52,843,PHOENIX SUNS,28,211,679,130,186,9,134,52,340,97,66,51,120,['SHOOTING GUARD'],dragigo01,50,114
203,Eric Gordon,2018,61,818,NEW ORLEANS PELICANS,26,229,694,133,315,14,131,60,285,107,141,28,145,['SHOOTING GUARD'],gordoer01,50,122
73,Kobe Bryant,1207,35,782,LOS ANGELES LAKERS,36,197,713,241,184,7,173,35,266,196,54,26,65,['SHOOTING GUARD'],bryanko01,47,128
333,Kevin Martin,1302,39,779,MINNESOTA TIMBERWOLVES,31,89,625,193,191,1,123,36,267,170,75,19,76,['SHOOTING GUARD'],martike02,33,76
310,Courtney Lee,2354,77,777,MEMPHIS GRIZZLIES,29,151,643,129,224,12,157,74,288,111,90,21,129,['SHOOTING GUARD'],leeco01,75,78
4,Arron Afflalo,1750,53,771,DENVER NUGGETS,29,101,657,151,243,5,159,53,281,127,82,21,108,['SHOOTING GUARD'],afflaar01,32,83
97,Tyson Chandler,2286,75,771,DALLAS MAVERICKS,32,84,440,257,0,91,570,75,293,185,0,294,169,['CENTER'],chandty01,42,105
387,Nerlens Noel,2311,75,744,PHILADELPHIA 76ERS,20,128,653,230,0,142,426,71,302,140,0,185,208,['CENTER'],noelne01,133,146
408,Elfrid Payton,2489,82,731,ORLANDO MAGIC,20,533,708,214,42,20,242,63,301,118,11,107,193,['POINT GUARD'],paytoel01,142,203
108,Darren Collison,1565,45,725,SACRAMENTO KINGS,27,252,550,184,161,14,124,45,260,145,60,19,95,['POINT GUARD'],collida01,67,112
520,P.J. Tucker,2383,78,713,PHOENIX SUNS,29,122,596,143,252,23,388,63,261,104,87,114,179,['SMALL FORWARD'],tuckepj01,107,96
143,Gorgui Dieng,2193,73,710,MINNESOTA TIMBERWOLVES,25,146,512,244,6,126,386,49,259,191,1,223,188,['CENTER'],dienggo01,71,126
157,Kevin Durant,913,27,686,OKLAHOMA CITY THUNDER,26,110,467,171,159,25,162,27,238,146,64,16,40,['SMALL FORWARD'],duranke01,24,74
571,Thaddeus Young,1605,48,685,MINNESOTA TIMBERWOLVES,26,135,641,129,65,17,170,48,289,88,19,75,115,['POWER FORWARD'],youngth01,86,75
40,Nicolas Batum,2380,71,664,PORTLAND TRAIL BLAZERS,26,341,600,98,309,40,354,71,240,84,100,62,106,['SMALL FORWARD'],batumni01,78,132
93,Michael Carter-Williams,1391,41,613,PHILADELPHIA 76ERS,23,302,611,182,125,18,211,38,232,117,32,43,103,['POINT GUARD'],cartemi01,60,174
534,Dion Waiters,1422,47,595,OKLAHOMA CITY THUNDER,23,89,604,112,160,11,106,20,237,70,51,29,96,['SHOOTING GUARD'],waitedi01,46,63
246,Jrue Holiday,1303,40,592,NEW ORLEANS PELICANS,24,274,534,76,135,23,103,37,238,65,51,32,110,['POINT GUARD'],holidjr01,63,91
214,Jeff Green,1361,45,588,MEMPHIS GRIZZLIES,28,81,492,143,138,21,144,37,210,118,50,43,81,['SMALL FORWARD'],greenje02,26,52
482,J.R. Smith,1461,46,586,CLEVELAND CAVALIERS,29,114,504,33,336,18,134,45,214,27,131,26,119,['SHOOTING GUARD'],smithjr01,64,52
213,Jeff Green,1093,33,580,BOSTON CELTICS,28,53,475,144,154,13,120,33,206,121,47,21,66,['SMALL FORWARD'],greenje02,27,56
49,Patrick Beverley,1727,56,568,HOUSTON ROCKETS,26,192,532,60,323,23,170,55,204,45,115,67,182,['POINT GUARD'],beverpa01,59,83
185,Langston Galloway,1457,45,533,NEW YORK KNICKS,23,150,511,78,176,12,153,41,204,63,62,37,129,['POINT GUARD'],gallola01,52,61
181,Enes Freedom,809,26,485,OKLAHOMA CITY THUNDER,22,29,346,116,4,13,157,26,196,90,3,130,75,['CENTER'],kanteen01,13,52
386,Joakim Noah,2049,67,485,CHICAGO BULLS,29,312,427,174,2,74,427,67,190,105,0,219,203,['CENTER'],noahjo01,48,123
262,Reggie Jackson,870,27,476,DETROIT PISTONS,24,248,420,103,83,4,98,27,183,82,28,28,73,['POINT GUARD'],jacksre01,20,95
557,Mo Williams,831,27,465,CHARLOTTE HORNETS,32,163,413,93,178,6,67,14,161,83,60,9,59,['POINT GUARD'],willima01,16,70
149,Goran Dragić,905,26,432,MIAMI HEAT,28,139,323,104,73,6,59,26,162,84,24,30,75,['POINT GUARD'],dragigo01,28,59
86,José Calderón,1270,42,382,NEW YORK KNICKS,33,198,354,32,142,0,105,42,147,29,59,19,76,['POINT GUARD'],caldejo01,31,75
78,Alec Burks,899,27,374,UTAH JAZZ,23,82,300,129,68,5,95,27,121,106,26,19,64,['SHOOTING GUARD'],burksal01,17,52
484,Josh Smith,896,28,367,DETROIT PISTONS,29,132,391,111,37,48,150,28,153,52,9,52,82,['POWER FORWARD'],smithjo03,37,72
94,Michael Carter-Williams,758,25,353,MILWAUKEE BUCKS,23,140,308,109,28,12,78,25,132,85,4,21,64,['POINT GUARD'],cartemi01,51,79
5,Arron Afflalo,752,25,264,PORTLAND TRAIL BLAZERS,29,28,227,47,90,2,61,19,94,40,36,6,59,['SHOOTING GUARD'],afflaar01,9,33
454,Ricky Rubio,692,22,226,MINNESOTA TIMBERWOLVES,24,193,219,71,51,1,106,22,78,57,13,19,59,['POINT GUARD'],rubiori01,38,64
450,Rajon Rondo,699,22,182,BOSTON CELTICS,28,237,200,36,32,3,140,22,81,12,8,25,42,['POINT GUARD'],rondora01,37,75
298,Brandon Knight,347,11,147,PHOENIX SUNS,23,49,143,29,67,1,21,9,51,24,21,2,21,['SHOOTING GUARD'],knighbr03,6,23
57,Vander Blue,74,2,22,LOS ANGELES LAKERS,22,8,30,5,10,0,7,1,9,2,2,2,4,['SHOOTING GUARD'],blueva01,3,6
